	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																		
2/5/2024	CDM	1881	30687449	HC INFECTIOUS AGENT AG DETECT MULTI NOS EACH		OP		87449	    	306	199	129.35	6.68	199	14.46	151.24	41.79	151.24	15.91	157.81	14.89	41.79	157.81	15.33	50.22	15.04	164.77	127.16	49.73	155.22	177.11	6.81	137.71	195.02	183.08	47.54	105.47	105.47	137.11	15.18	49.75
2/5/2024	CDM	1882	30687467	HC HEPATITIS B SURFACE ANTIGEN QUANTITATIVE		IP		87467	    	306	61	39.65	6.1	61	N/A	46.36	N/A	46.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	50.51	38.98	N/A	47.58	54.29	N/A	42.21	59.78	56.12	N/A	32.33	32.33	42.46	N/A	N/A
2/5/2024	CDM	1883	30687467	HC HEPATITIS B SURFACE ANTIGEN QUANTITATIVE		OP		87467	    	306	61	39.65	6.1	61	14.46	46.36	12.81	46.36	15.91	48.37	14.89	12.81	48.37	15.33	15.4	15.04	50.51	38.98	15.24	47.58	54.29	N/A	42.21	59.78	56.12	14.57	32.33	32.33	42.03	15.18	15.25
2/5/2024	CDM	1884	30687468	HC IADNA ANAPLASMA PHAGOCYTOPHILUM AMPL PRB TQ		IP		87468	    	306	143	92.95	14.3	143	N/A	108.68	N/A	108.68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	118.4	91.38	N/A	111.54	127.27	N/A	98.96	140.14	131.56	N/A	75.79	75.79	99.53	N/A	N/A
2/5/2024	CDM	1885	30687468	HC IADNA ANAPLASMA PHAGOCYTOPHILUM AMPL PRB TQ		OP		87468	    	306	143	92.95	14.3	143	29.22	108.68	30.03	108.68	32.14	113.4	30.1	30.03	113.4	30.97	36.08	30.39	118.4	91.38	35.73	111.54	127.27	19.97	98.96	140.14	131.56	34.16	75.79	75.79	98.53	30.68	35.75
2/5/2024	CDM	1886	30687469	HC BABESIA MICROTI AMPLIFIED PROBE TECHNIQUE		IP		87469	    	306	143	92.95	14.3	143	N/A	108.68	N/A	108.68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	118.4	91.38	N/A	111.54	127.27	N/A	98.96	140.14	131.56	N/A	75.79	75.79	99.53	N/A	N/A
2/5/2024	CDM	1887	30687469	HC BABESIA MICROTI AMPLIFIED PROBE TECHNIQUE		OP		87469	    	306	143	92.95	14.3	143	29.22	108.68	30.03	108.68	32.14	113.4	30.1	30.03	113.4	30.97	36.08	30.39	118.4	91.38	35.73	111.54	127.27	19.97	98.96	140.14	131.56	34.16	75.79	75.79	98.53	30.68	35.75
2/5/2024	CDM	1888	30687471	HC INFECTIOUS AGENT DETECTION BY NUCLEIC ACID		IP		87471	    	306	188	122.2	18.8	188	N/A	142.88	N/A	142.88	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	155.66	120.13	N/A	146.64	167.32	N/A	130.1	184.24	172.96	N/A	99.64	99.64	130.85	N/A	N/A
2/5/2024	CDM	1889	30687471	HC INFECTIOUS AGENT DETECTION BY NUCLEIC ACID		OP		87471	    	306	188	122.2	18.8	188	29.22	142.88	39.48	142.88	32.14	149.08	30.1	39.48	149.08	30.97	47.44	30.39	155.66	120.13	46.98	146.64	167.32	19.97	130.1	184.24	172.96	44.9	99.64	99.64	129.53	30.68	47
2/5/2024	CDM	1890	30687480	HC CANDIDA SPECIES DIRECT PROBE		IP		87480	    	306	126	81.9	12.6	126	N/A	95.76	N/A	95.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	104.33	80.51	N/A	98.28	112.14	N/A	87.19	123.48	115.92	N/A	66.78	66.78	87.7	N/A	N/A
2/5/2024	CDM	1891	30687480	HC CANDIDA SPECIES DIRECT PROBE		OP		87480	    	306	126	81.9	11.19	126	14.46	95.76	26.46	95.76	15.91	99.92	14.89	26.46	99.92	15.33	31.8	15.04	104.33	80.51	31.49	98.28	112.14	11.41	87.19	123.48	115.92	30.1	66.78	66.78	86.81	15.18	31.5
2/5/2024	CDM	1892	30687481	HC INFECTIOUS AGENT DETECT BY NUCLEIC ACID DNA		IP		87481	    	306	168	109.2	16.8	168	N/A	127.68	N/A	127.68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	139.1	107.35	N/A	131.04	149.52	N/A	116.26	164.64	154.56	N/A	89.04	89.04	116.93	N/A	N/A
2/5/2024	CDM	1893	30687481	HC INFECTIOUS AGENT DETECT BY NUCLEIC ACID DNA		OP		87481	    	306	168	109.2	16.8	168	29.22	127.68	35.28	127.68	32.14	133.22	30.1	35.28	133.22	30.97	42.39	30.39	139.1	107.35	41.98	131.04	149.52	19.97	116.26	164.64	154.56	40.13	89.04	89.04	115.75	30.68	42
2/5/2024	CDM	1894	30687483	HC CNS PATHOGEN 1225 TARGETS		IP		87483	    	306	2477	1610.05	247.7	2477	N/A	1882.52	N/A	1882.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2050.96	1582.8	N/A	1932.06	2204.53	N/A	1714.08	2427.46	2278.84	N/A	1312.81	1312.81	1723.99	N/A	N/A
2/5/2024	CDM	1895	30687483	HC CNS PATHOGEN 1225 TARGETS		OP		87483	    	306	2477	1610.05	42.71	2477	42.71	1882.52	520.17	1882.52	46.98	1964.26	43.99	520.17	1964.26	45.27	625.07	44.42	2050.96	1582.8	619	1932.06	2204.53	237.21	1714.08	2427.46	2278.84	591.69	1312.81	1312.81	1706.65	44.85	619.25
2/5/2024	CDM	1896	30687484	HC IADNA EHRLICHIA CHAFFENSIS AMPLIFIED PROBE TQ		IP		87484	    	306	143	92.95	14.3	143	N/A	108.68	N/A	108.68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	118.4	91.38	N/A	111.54	127.27	N/A	98.96	140.14	131.56	N/A	75.79	75.79	99.53	N/A	N/A
2/5/2024	CDM	1897	30687484	HC IADNA EHRLICHIA CHAFFENSIS AMPLIFIED PROBE TQ		OP		87484	    	306	143	92.95	14.3	143	29.22	108.68	30.03	108.68	32.14	113.4	30.1	30.03	113.4	30.97	36.08	30.39	118.4	91.38	35.73	111.54	127.27	19.97	98.96	140.14	131.56	34.16	75.79	75.79	98.53	30.68	35.75
2/5/2024	CDM	1898	30687486	HC CHLAMYDIA RESP PATH		IP		87486	    	306	79	51.35	7.9	79	N/A	60.04	N/A	60.04	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	65.41	50.48	N/A	61.62	70.31	N/A	54.67	77.42	72.68	N/A	41.87	41.87	54.98	N/A	N/A
2/5/2024	CDM	1899	30687486	HC CHLAMYDIA RESP PATH		OP		87486	    	306	79	51.35	7.9	79	29.22	60.04	16.59	60.04	32.14	62.65	30.1	16.59	62.65	30.97	19.93	30.39	65.41	50.48	19.74	61.62	70.31	19.97	54.67	77.42	72.68	18.87	41.87	41.87	54.43	30.68	19.75
2/5/2024	CDM	1900	30687491	HC CHLAMYDIA TRACHOMATIS DNA PCR		IP		87491	    	306	203	131.95	20.3	203	N/A	154.28	N/A	154.28	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	168.08	129.72	N/A	158.34	180.67	N/A	140.48	198.94	186.76	N/A	107.59	107.59	141.29	N/A	N/A
2/5/2024	CDM	1901	30687491	HC CHLAMYDIA TRACHOMATIS DNA PCR		OP		87491	    	306	203	131.95	19.58	203	29.22	154.28	42.63	154.28	32.14	160.98	30.1	42.63	160.98	30.97	51.22	30.39	168.08	129.72	50.72	158.34	180.67	19.97	140.48	198.94	186.76	48.49	107.59	107.59	139.87	30.68	50.75
2/5/2024	CDM	1902	30687493	HC C DIFFICILE BY PCR		IP		87493	    	306	410	266.5	41	410	N/A	311.6	N/A	311.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	339.48	261.99	N/A	319.8	364.9	N/A	283.72	401.8	377.2	N/A	217.3	217.3	285.36	N/A	N/A
2/5/2024	CDM	1903	30687493	HC C DIFFICILE BY PCR		OP		87493	    	306	410	266.5	20.8	410	29.22	311.6	86.1	311.6	32.14	325.13	30.1	86.1	325.13	30.97	103.47	30.39	339.48	261.99	102.46	319.8	364.9	21.22	283.72	401.8	377.2	97.94	217.3	217.3	282.49	30.68	102.5
2/5/2024	CDM	1904	30687496	HC CYTOMEG RAPID PCR		IP		87496	    	306	123	79.95	12.3	123	N/A	93.48	N/A	93.48	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	101.84	78.6	N/A	95.94	109.47	N/A	85.12	120.54	113.16	N/A	65.19	65.19	85.61	N/A	N/A
2/5/2024	CDM	1905	30687496	HC CYTOMEG RAPID PCR		OP		87496	    	306	123	79.95	12.3	123	29.22	93.48	25.83	93.48	32.14	97.54	30.1	25.83	97.54	30.97	31.04	30.39	101.84	78.6	30.73	95.94	109.47	19.97	85.12	120.54	113.16	29.38	65.19	65.19	84.75	30.68	30.75
2/5/2024	CDM	1906	30687497	HC CMV DNA QN PCR		IP		87497	    	306	301	195.65	30.1	301	N/A	228.76	N/A	228.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	249.23	192.34	N/A	234.78	267.89	N/A	208.29	294.98	276.92	N/A	159.53	159.53	209.5	N/A	N/A
2/5/2024	CDM	1907	30687497	HC CMV DNA QN PCR		OP		87497	    	306	301	195.65	23.9	301	29.22	228.76	63.21	228.76	32.14	238.69	30.1	63.21	238.69	30.97	75.96	30.39	249.23	192.34	75.21	234.78	267.89	24.38	208.29	294.98	276.92	71.9	159.53	159.53	207.39	30.68	75.25
2/5/2024	CDM	1908	30687498	HC ENTEROVIRUS PCR		IP		87498	    	306	81	52.65	8.1	81	N/A	61.56	N/A	61.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	67.07	51.76	N/A	63.18	72.09	N/A	56.05	79.38	74.52	N/A	42.93	42.93	56.38	N/A	N/A
2/5/2024	CDM	1909	30687498	HC ENTEROVIRUS PCR		OP		87498	    	306	81	52.65	8.1	81	29.22	61.56	17.01	61.56	32.14	64.23	30.1	17.01	64.23	30.97	20.44	30.39	67.07	51.76	20.24	63.18	72.09	19.97	56.05	79.38	74.52	19.35	42.93	42.93	55.81	30.68	20.25
2/5/2024	CDM	1910	30687502	HC INFLUENZA PCR		IP		87502	    	306	377	245.05	37.7	377	N/A	286.52	N/A	286.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	312.16	240.9	N/A	294.06	335.53	N/A	260.88	369.46	346.84	N/A	199.81	199.81	262.39	N/A	N/A
2/5/2024	CDM	1911	30687502	HC INFLUENZA PCR		OP		87502	    	306	377	245.05	37.7	377	42.71	286.52	79.17	286.52	46.98	298.96	43.99	79.17	298.96	45.27	95.14	44.42	312.16	240.9	94.21	294.06	335.53	54.53	260.88	369.46	346.84	90.05	199.81	199.81	259.75	44.85	94.25
2/5/2024	CDM	1912	30687503	HC INFLUENZA EA ADD		IP		87503	    	306	95	61.75	9.5	95	N/A	72.2	N/A	72.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	78.66	60.7	N/A	74.1	84.55	N/A	65.74	93.1	87.4	N/A	50.35	50.35	66.12	N/A	N/A
2/5/2024	CDM	1913	30687503	HC INFLUENZA EA ADD		OP		87503	    	306	95	61.75	9.5	95	29.22	72.2	19.95	72.2	32.14	75.33	30.1	19.95	75.33	30.97	23.97	30.39	78.66	60.7	23.74	74.1	84.55	16.63	65.74	93.1	87.4	22.7	50.35	50.35	65.45	30.68	23.75
2/5/2024	CDM	1914	30687507	HC GASTROINTESTINAL PATHOGEN PROBE		IP		87507	    	306	883	573.95	88.3	883	N/A	671.08	N/A	671.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	731.12	564.24	N/A	688.74	785.87	N/A	611.04	865.34	812.36	N/A	467.99	467.99	614.57	N/A	N/A
2/5/2024	CDM	1915	30687507	HC GASTROINTESTINAL PATHOGEN PROBE		OP		87507	    	306	883	573.95	42.71	883	42.71	671.08	185.43	671.08	46.98	700.22	43.99	185.43	700.22	45.27	222.82	44.42	731.12	564.24	220.66	688.74	785.87	237.21	611.04	865.34	812.36	210.93	467.99	467.99	608.39	44.85	220.75
2/5/2024	CDM	1916	30687510	HC GARDNERELLA VAG DIRECT PROBE		IP		87510	    	306	126	81.9	12.6	126	N/A	95.76	N/A	95.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	104.33	80.51	N/A	98.28	112.14	N/A	87.19	123.48	115.92	N/A	66.78	66.78	87.7	N/A	N/A
2/5/2024	CDM	1917	30687510	HC GARDNERELLA VAG DIRECT PROBE		OP		87510	    	306	126	81.9	11.19	126	14.46	95.76	26.46	95.76	15.91	99.92	14.89	26.46	99.92	15.33	31.8	15.04	104.33	80.51	31.49	98.28	112.14	11.41	87.19	123.48	115.92	30.1	66.78	66.78	86.81	15.18	31.5
2/5/2024	CDM	1918	30687517	HC HEPATITIS B VIRAL DNA		IP		87517	    	306	159	103.35	15.9	159	N/A	120.84	N/A	120.84	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	131.65	101.6	N/A	124.02	141.51	N/A	110.03	155.82	146.28	N/A	84.27	84.27	110.66	N/A	N/A
2/5/2024	CDM	1919	30687517	HC HEPATITIS B VIRAL DNA		OP		87517	    	306	159	103.35	15.9	159	29.22	120.84	33.39	120.84	32.14	126.09	30.1	33.39	126.09	30.97	40.12	30.39	131.65	101.6	39.73	124.02	141.51	24.38	110.03	155.82	146.28	37.98	84.27	84.27	109.55	30.68	39.75
2/5/2024	CDM	1920	30687522	HC HEPATITIS C RNA QUANT		IP		87522	    	306	147	95.55	14.7	147	N/A	111.72	N/A	111.72	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	121.72	93.93	N/A	114.66	130.83	N/A	101.72	144.06	135.24	N/A	77.91	77.91	102.31	N/A	N/A
2/5/2024	CDM	1921	30687522	HC HEPATITIS C RNA QUANT		OP		87522	    	306	147	95.55	14.7	147	29.22	111.72	30.87	111.72	32.14	116.57	30.1	30.87	116.57	30.97	37.09	30.39	121.72	93.93	36.73	114.66	130.83	24.38	101.72	144.06	135.24	35.11	77.91	77.91	101.28	30.68	36.75
2/5/2024	CDM	1922	30687530	HC IADNA HERPES SOMPLX VIRUS QUANTIFICATION		IP		87530	    	306	171	111.15	17.1	171	N/A	129.96	N/A	129.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	141.59	109.27	N/A	133.38	152.19	N/A	118.33	167.58	157.32	N/A	90.63	90.63	119.02	N/A	N/A
2/5/2024	CDM	1923	30687530	HC IADNA HERPES SOMPLX VIRUS QUANTIFICATION		OP		87530	    	306	171	111.15	17.1	171	29.22	129.96	35.91	129.96	32.14	135.6	30.1	35.91	135.6	30.97	43.15	30.39	141.59	109.27	42.73	133.38	152.19	24.38	118.33	167.58	157.32	40.85	90.63	90.63	117.82	30.68	42.75
2/5/2024	CDM	1924	30687536	HC HIV1 RNA PCR QUANT		IP		87536	    	306	181	117.65	18.1	181	N/A	137.56	N/A	137.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	149.87	115.66	N/A	141.18	161.09	N/A	125.25	177.38	166.52	N/A	95.93	95.93	125.98	N/A	N/A
2/5/2024	CDM	1925	30687536	HC HIV1 RNA PCR QUANT		OP		87536	    	306	181	117.65	18.1	181	29.22	137.56	38.01	137.56	32.14	143.53	30.1	38.01	143.53	30.97	45.68	30.39	149.87	115.66	45.23	141.18	161.09	48.44	125.25	177.38	166.52	43.24	95.93	95.93	124.71	30.68	45.25
2/5/2024	CDM	1926	30687538	HC HIV2 AMPLIFIED PROBE  REVERSE		IP		87538	    	306	146	94.9	14.6	146	N/A	110.96	N/A	110.96	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	120.89	93.29	N/A	113.88	129.94	N/A	101.03	143.08	134.32	N/A	77.38	77.38	101.62	N/A	N/A
2/5/2024	CDM	1927	30687538	HC HIV2 AMPLIFIED PROBE  REVERSE		OP		87538	    	306	146	94.9	14.6	146	29.22	110.96	30.66	110.96	32.14	115.78	30.1	30.66	115.78	30.97	36.85	30.39	120.89	93.29	36.49	113.88	129.94	19.97	101.03	143.08	134.32	34.88	77.38	77.38	100.59	30.68	36.5
2/5/2024	CDM	1928	30687556	HC MTB PCR		IP		87556	    	306	389	252.85	38.9	389	N/A	295.64	N/A	295.64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	322.09	248.57	N/A	303.42	346.21	N/A	269.19	381.22	357.88	N/A	206.17	206.17	270.74	N/A	N/A
2/5/2024	CDM	1929	30687556	HC MTB PCR		OP		87556	    	306	389	252.85	23.26	389	29.22	295.64	81.69	295.64	32.14	308.48	30.1	81.69	308.48	30.97	98.17	30.39	322.09	248.57	97.21	303.42	346.21	23.73	269.19	381.22	357.88	92.92	206.17	206.17	268.02	30.68	97.25
2/5/2024	CDM	1930	30687591	HC NEISSERIA GONORRHOEAE DNA PCR		IP		87591	    	306	203	131.95	20.3	203	N/A	154.28	N/A	154.28	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	168.08	129.72	N/A	158.34	180.67	N/A	140.48	198.94	186.76	N/A	107.59	107.59	141.29	N/A	N/A
2/5/2024	CDM	1931	30687591	HC NEISSERIA GONORRHOEAE DNA PCR		OP		87591	    	306	203	131.95	19.58	203	29.22	154.28	42.63	154.28	32.14	160.98	30.1	42.63	160.98	30.97	51.22	30.39	168.08	129.72	50.72	158.34	180.67	19.97	140.48	198.94	186.76	48.49	107.59	107.59	139.87	30.68	50.75
2/5/2024	CDM	1932	30687593	HC ORTHOPOXVIRUS AMP PRB EACH		IP		87593	    	306	520	338	52	520	N/A	395.2	N/A	395.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	430.56	332.28	N/A	405.6	462.8	N/A	359.84	509.6	478.4	N/A	275.6	275.6	361.92	N/A	N/A
2/5/2024	CDM	1933	30687593	HC ORTHOPOXVIRUS AMP PRB EACH		OP		87593	    	306	520	338	29.22	520	29.22	395.2	109.2	395.2	32.14	412.36	30.1	109.2	412.36	30.97	131.22	30.39	430.56	332.28	129.95	405.6	462.8	N/A	359.84	509.6	478.4	124.21	275.6	275.6	358.28	30.68	130
2/5/2024	CDM	1934	30687631	HC RESP VIRUS INCL MULTIPLEX REV TRANSC AND MULT		IP		87631	    	306	762	495.3	76.2	762	N/A	579.12	N/A	579.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	630.94	486.92	N/A	594.36	678.18	N/A	527.3	746.76	701.04	N/A	403.86	403.86	530.35	N/A	N/A
2/5/2024	CDM	1935	30687631	HC RESP VIRUS INCL MULTIPLEX REV TRANSC AND MULT		OP		87631	    	306	762	495.3	42.71	762	42.71	579.12	160.02	579.12	46.98	604.27	43.99	160.02	604.27	45.27	192.3	44.42	630.94	486.92	190.42	594.36	678.18	81.18	527.3	746.76	701.04	182.03	403.86	403.86	525.02	44.85	190.5
2/5/2024	CDM	1936	30687633	HC RESP VIRUSMULTIPLEX 1225 TARG		IP		87633	    	306	662	430.3	66.2	662	N/A	503.12	N/A	503.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	548.14	423.02	N/A	516.36	589.18	N/A	458.1	648.76	609.04	N/A	350.86	350.86	460.75	N/A	N/A
2/5/2024	CDM	1937	30687633	HC RESP VIRUSMULTIPLEX 1225 TARG		OP		87633	    	306	662	430.3	42.71	662	42.71	503.12	139.02	503.12	46.98	524.97	43.99	139.02	524.97	45.27	167.06	44.42	548.14	423.02	165.43	516.36	589.18	237.21	458.1	648.76	609.04	158.13	350.86	350.86	456.12	44.85	165.5
2/5/2024	CDM	1938	30687641	HC MRSA PCR		IP		87641	    	306	158	102.7	15.8	158	N/A	120.08	N/A	120.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	130.82	100.96	N/A	123.24	140.62	N/A	109.34	154.84	145.36	N/A	83.74	83.74	109.97	N/A	N/A
2/5/2024	CDM	1939	30687641	HC MRSA PCR		OP		87641	    	306	158	102.7	15.8	158	29.22	120.08	33.18	120.08	32.14	125.29	30.1	33.18	125.29	30.97	39.88	30.39	130.82	100.96	39.48	123.24	140.62	19.97	109.34	154.84	145.36	37.74	83.74	83.74	108.86	30.68	39.5
2/5/2024	CDM	1940	30687650	HC STREP GROUP A DNA PROBE		IP		87650	    	306	111	72.15	11.1	111	N/A	84.36	N/A	84.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	91.91	70.93	N/A	86.58	98.79	N/A	76.81	108.78	102.12	N/A	58.83	58.83	77.26	N/A	N/A
2/5/2024	CDM	1941	30687650	HC STREP GROUP A DNA PROBE		OP		87650	    	306	111	72.15	11.1	111	14.46	84.36	23.31	84.36	15.91	88.02	14.89	23.31	88.02	15.33	28.01	15.04	91.91	70.93	27.73	86.58	98.79	11.41	76.81	108.78	102.12	26.52	58.83	58.83	76.48	15.18	27.75
2/5/2024	CDM	1942	30687651	HC STREP A AMPLIFIED PROBE		IP		87651	    	306	111	72.15	11.1	111	N/A	84.36	N/A	84.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	91.91	70.93	N/A	86.58	98.79	N/A	76.81	108.78	102.12	N/A	58.83	58.83	77.26	N/A	N/A
2/5/2024	CDM	1943	30687651	HC STREP A AMPLIFIED PROBE		OP		87651	    	306	111	72.15	11.1	111	29.22	84.36	23.31	84.36	32.14	88.02	30.1	23.31	88.02	30.97	28.01	30.39	91.91	70.93	27.73	86.58	98.79	19.97	76.81	108.78	102.12	26.52	58.83	58.83	76.48	30.68	27.75
2/5/2024	CDM	1944	30687653	HC STREPTOCOCCUS GROUP B PCR		IP		87653	    	306	158	102.7	15.8	158	N/A	120.08	N/A	120.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	130.82	100.96	N/A	123.24	140.62	N/A	109.34	154.84	145.36	N/A	83.74	83.74	109.97	N/A	N/A
2/5/2024	CDM	1945	30687653	HC STREPTOCOCCUS GROUP B PCR		OP		87653	    	306	158	102.7	15.8	158	29.22	120.08	33.18	120.08	32.14	125.29	30.1	33.18	125.29	30.97	39.88	30.39	130.82	100.96	39.48	123.24	140.62	19.97	109.34	154.84	145.36	37.74	83.74	83.74	108.86	30.68	39.5
2/5/2024	CDM	1946	30687660	HC TRICHOMONAS VAG DIRECT PROBE		IP		87660	    	306	126	81.9	12.6	126	N/A	95.76	N/A	95.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	104.33	80.51	N/A	98.28	112.14	N/A	87.19	123.48	115.92	N/A	66.78	66.78	87.7	N/A	N/A
2/5/2024	CDM	1947	30687660	HC TRICHOMONAS VAG DIRECT PROBE		OP		87660	    	306	126	81.9	11.19	126	14.46	95.76	26.46	95.76	15.91	99.92	14.89	26.46	99.92	15.33	31.8	15.04	104.33	80.51	31.49	98.28	112.14	11.41	87.19	123.48	115.92	30.1	66.78	66.78	86.81	15.18	31.5
2/5/2024	CDM	1948	30687661	HC TRICHOMONAS PCR		IP		87661	    	306	208	135.2	20.8	208	N/A	158.08	N/A	158.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	172.22	132.91	N/A	162.24	185.12	N/A	143.94	203.84	191.36	N/A	110.24	110.24	144.77	N/A	N/A
2/5/2024	CDM	1949	30687661	HC TRICHOMONAS PCR		OP		87661	    	306	208	135.2	19.58	208	29.22	158.08	43.68	158.08	32.14	164.94	30.1	43.68	164.94	30.97	52.49	30.39	172.22	132.91	51.98	162.24	185.12	19.97	143.94	203.84	191.36	49.69	110.24	110.24	143.31	30.68	52
2/5/2024	CDM	1950	30687798	HC INFECT AGENT AMP PROBE		IP		87798	    	306	151	98.15	15.1	151	N/A	114.76	N/A	114.76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	125.03	96.49	N/A	117.78	134.39	N/A	104.49	147.98	138.92	N/A	80.03	80.03	105.1	N/A	N/A
2/5/2024	CDM	1951	30687798	HC INFECT AGENT AMP PROBE		OP		87798	    	306	151	98.15	15.1	151	29.22	114.76	31.71	114.76	32.14	119.74	30.1	31.71	119.74	30.97	38.1	30.39	125.03	96.49	37.73	117.78	134.39	19.97	104.49	147.98	138.92	36.07	80.03	80.03	104.04	30.68	37.75
2/5/2024	CDM	1952	30687799	HC INFECT AGENT DETECT QUANT NOS EACH ORGANISM		IP		87799	    	306	100	65	10	100	N/A	76	N/A	76	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82.8	63.9	N/A	78	89	N/A	69.2	98	92	N/A	53	53	69.6	N/A	N/A
2/5/2024	CDM	1953	30687799	HC INFECT AGENT DETECT QUANT NOS EACH ORGANISM		OP		87799	    	306	100	65	10	100	29.22	76	21	76	32.14	79.3	30.1	21	79.3	30.97	25.23	30.39	82.8	63.9	24.99	78	89	24.38	69.2	98	92	23.89	53	53	68.9	30.68	25
2/5/2024	CDM	1954	30687801	HC INFECTIOUS AGENT DETECT BY NUCLEIC ACID MULTI		IP		87801	    	306	161	104.65	16.1	161	N/A	122.36	N/A	122.36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	133.31	102.88	N/A	125.58	143.29	N/A	111.41	157.78	148.12	N/A	85.33	85.33	112.06	N/A	N/A
2/5/2024	CDM	1955	30687801	HC INFECTIOUS AGENT DETECT BY NUCLEIC ACID MULTI		OP		87801	    	306	161	104.65	16.1	161	29.22	122.36	33.81	122.36	32.14	127.67	30.1	33.81	127.67	30.97	40.63	30.39	133.31	102.88	40.23	125.58	143.29	39.95	111.41	157.78	148.12	38.46	85.33	85.33	110.93	30.68	40.25
2/5/2024	CDM	1956	30687804	HC INFLUENZA DIRECT IMMUNOASSAY		IP		87804	    	306	252	163.8	25.2	252	N/A	191.52	N/A	191.52	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	208.66	161.03	N/A	196.56	224.28	N/A	174.38	246.96	231.84	N/A	133.56	133.56	175.39	N/A	N/A
2/5/2024	CDM	1957	30687804	HC INFLUENZA DIRECT IMMUNOASSAY		OP		87804	    	306	252	163.8	9.23	252	14.46	191.52	52.92	191.52	15.91	199.84	14.89	52.92	199.84	15.33	63.59	15.04	208.66	161.03	62.97	196.56	224.28	9.41	174.38	246.96	231.84	60.2	133.56	133.56	173.63	15.18	63
2/5/2024	CDM	1958	30687806	HC HIV 12 AB AG COMBO		IP		87806	    	306	217	141.05	21.7	217	N/A	164.92	N/A	164.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	179.68	138.66	N/A	169.26	193.13	N/A	150.16	212.66	199.64	N/A	115.01	115.01	151.03	N/A	N/A
2/5/2024	CDM	1959	30687806	HC HIV 12 AB AG COMBO		OP		87806	    	306	217	141.05	18.29	217	29.22	164.92	45.57	164.92	32.14	172.08	30.1	45.57	172.08	30.97	54.76	30.39	179.68	138.66	54.22	169.26	193.13	18.66	150.16	212.66	199.64	51.83	115.01	115.01	149.51	30.68	54.25
2/5/2024	CDM	1960	30687807	HC RSV DIRECT IMMUNOASSAY		IP		87807	    	306	204	132.6	20.4	204	N/A	155.04	N/A	155.04	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	168.91	130.36	N/A	159.12	181.56	N/A	141.17	199.92	187.68	N/A	108.12	108.12	141.98	N/A	N/A
2/5/2024	CDM	1961	30687807	HC RSV DIRECT IMMUNOASSAY		OP		87807	    	306	204	132.6	7.31	204	14.46	155.04	42.84	155.04	15.91	161.77	14.89	42.84	161.77	15.33	51.48	15.04	168.91	130.36	50.98	159.12	181.56	7.46	141.17	199.92	187.68	48.74	108.12	108.12	140.56	15.18	51
