	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																			
2/5/2024	CDM	1449	30184302	HC SODIUM FLUID		OP		84302	    	301	65	42.25	2.71	65	10.18	43.55	15.6	43.55	11.2	41.41	10.49	15.6	41.34	10.79	17.72	10.59	51.87	26.58	17.54	48.75	51.35	17.2	2.76	42.25	58.5	48.75	16.77	34.45	34.45	40.43	10.69	17.55
2/5/2024	CDM	1450	30184307	HC SOMATOSTATIN		IP		84307	    	301	300	195	30	300	N/A	201	N/A	201	N/A	191.1	N/A	N/A	190.8	N/A	N/A	N/A	239.4	122.7	N/A	225	237	N/A	N/A	195	270	225	N/A	159	159	181.8	N/A	N/A
2/5/2024	CDM	1451	30184307	HC SOMATOSTATIN		OP		84307	    	301	300	195	10.2	300	19.06	201	72	201	20.97	191.1	19.63	72	190.8	20.2	81.76	19.82	239.4	122.7	80.96	225	237	79.38	10.4	195	270	225	77.4	159	159	186.6	20.01	81
2/5/2024	CDM	1452	30184392	HC SULFATE URINE		IP		84392	    	301	38	24.7	3.8	38	N/A	25.46	N/A	25.46	N/A	24.21	N/A	N/A	24.17	N/A	N/A	N/A	30.32	15.54	N/A	28.5	30.02	N/A	N/A	24.7	34.2	28.5	N/A	20.14	20.14	23.03	N/A	N/A
2/5/2024	CDM	1453	30184392	HC SULFATE URINE		OP		84392	    	301	38	24.7	3.06	38	5.53	25.46	9.12	25.46	6.08	24.21	5.7	9.12	24.17	5.86	10.35	5.75	30.32	15.54	10.25	28.5	30.02	10.05	3.12	24.7	34.2	28.5	9.8	20.14	20.14	23.64	5.81	10.26
2/5/2024	CDM	1454	30184402	HC TESTOSTERONE FREE		IP		84402	    	301	41	26.65	4.1	41	N/A	27.47	N/A	27.47	N/A	26.12	N/A	N/A	26.08	N/A	N/A	N/A	32.72	16.77	N/A	30.75	32.39	N/A	N/A	26.65	36.9	30.75	N/A	21.73	21.73	24.85	N/A	N/A
2/5/2024	CDM	1455	30184402	HC TESTOSTERONE FREE		OP		84402	    	301	41	26.65	4.1	41	19.06	27.47	9.84	27.47	20.97	26.12	19.63	9.84	26.08	20.2	11.18	19.82	32.72	16.77	11.06	30.75	32.39	10.85	14.49	26.65	36.9	30.75	10.57	21.73	21.73	25.5	20.01	11.07
2/5/2024	CDM	1456	30184403	HC TESTOSTERONE		IP		84403	    	301	142	92.3	14.2	142	N/A	95.14	N/A	95.14	N/A	90.45	N/A	N/A	90.31	N/A	N/A	N/A	113.32	58.08	N/A	106.5	112.18	N/A	N/A	92.3	127.8	106.5	N/A	75.26	75.26	86.05	N/A	N/A
2/5/2024	CDM	1457	30184403	HC TESTOSTERONE		OP		84403	    	301	142	92.3	14.2	142	19.06	95.14	34.08	95.14	20.97	90.45	19.63	34.08	90.31	20.2	38.7	19.82	113.32	58.08	38.32	106.5	112.18	37.57	14.69	92.3	127.8	106.5	36.63	75.26	75.26	88.32	20.01	38.34
2/5/2024	CDM	1458	30184425	HC VITAMIN B1THIAMIN		IP		84425	    	301	34	22.1	3.4	34	N/A	22.78	N/A	22.78	N/A	21.66	N/A	N/A	21.62	N/A	N/A	N/A	27.13	13.91	N/A	25.5	26.86	N/A	N/A	22.1	30.6	25.5	N/A	18.02	18.02	20.6	N/A	N/A
2/5/2024	CDM	1459	30184425	HC VITAMIN B1THIAMIN		OP		84425	    	301	34	22.1	3.4	34	15.72	22.78	8.16	22.78	17.29	21.66	16.19	8.16	21.62	16.66	9.27	16.35	27.13	13.91	9.18	25.5	26.86	9	12.09	22.1	30.6	25.5	8.77	18.02	18.02	21.15	16.51	9.18
2/5/2024	CDM	1460	30184431	HC THROMBOXANE METABOLITE W WO THROMBOXANE URINE		IP		84431	    	301	143	92.95	14.3	143	N/A	95.81	N/A	95.81	N/A	91.09	N/A	N/A	90.95	N/A	N/A	N/A	114.11	58.49	N/A	107.25	112.97	N/A	N/A	92.95	128.7	107.25	N/A	75.79	75.79	86.66	N/A	N/A
2/5/2024	CDM	1461	30184431	HC THROMBOXANE METABOLITE W WO THROMBOXANE URINE		OP		84431	    	301	143	92.95	14.3	143	18.07	95.81	34.32	95.81	19.88	91.09	18.61	34.32	90.95	19.15	38.98	18.79	114.11	58.49	38.59	107.25	112.97	37.84	19.98	92.95	128.7	107.25	36.89	75.79	75.79	88.95	18.97	38.61
2/5/2024	CDM	1462	30184432	HC THYROGLOBULIN		IP		84432	    	301	309	200.85	30.9	309	N/A	207.03	N/A	207.03	N/A	196.83	N/A	N/A	196.52	N/A	N/A	N/A	246.58	126.38	N/A	231.75	244.11	N/A	N/A	200.85	278.1	231.75	N/A	163.77	163.77	187.25	N/A	N/A
2/5/2024	CDM	1463	30184432	HC THYROGLOBULIN		OP		84432	    	301	309	200.85	8.96	309	19.06	207.03	74.16	207.03	20.97	196.83	19.63	74.16	196.52	20.2	84.21	19.82	246.58	126.38	83.39	231.75	244.11	81.76	9.14	200.85	278.1	231.75	79.71	163.77	163.77	192.2	20.01	83.43
2/5/2024	CDM	1464	30184439	HC T4 FREE		IP		84439	    	301	103	66.95	10.3	103	N/A	69.01	N/A	69.01	N/A	65.61	N/A	N/A	65.51	N/A	N/A	N/A	82.19	42.13	N/A	77.25	81.37	N/A	N/A	66.95	92.7	77.25	N/A	54.59	54.59	62.42	N/A	N/A
2/5/2024	CDM	1465	30184439	HC T4 FREE		OP		84439	    	301	103	66.95	5.03	103	19.06	69.01	24.72	69.01	20.97	65.61	19.63	24.72	65.51	20.2	28.07	19.82	82.19	42.13	27.79	77.25	81.37	27.25	5.13	66.95	92.7	77.25	26.57	54.59	54.59	64.07	20.01	27.81
2/5/2024	CDM	1466	30184442	HC THYROXINE BINDING GLOBULIN		IP		84442	    	301	62	40.3	6.2	62	N/A	41.54	N/A	41.54	N/A	39.49	N/A	N/A	39.43	N/A	N/A	N/A	49.48	25.36	N/A	46.5	48.98	N/A	N/A	40.3	55.8	46.5	N/A	32.86	32.86	37.57	N/A	N/A
2/5/2024	CDM	1467	30184442	HC THYROXINE BINDING GLOBULIN		OP		84442	    	301	62	40.3	6.2	62	19.06	41.54	14.88	41.54	20.97	39.49	19.63	14.88	39.43	20.2	16.9	19.82	49.48	25.36	16.73	46.5	48.98	16.41	8.42	40.3	55.8	46.5	15.99	32.86	32.86	38.56	20.01	16.74
2/5/2024	CDM	1468	30184443	HC TSH		IP		84443	    	301	137	89.05	13.7	137	N/A	91.79	N/A	91.79	N/A	87.27	N/A	N/A	87.13	N/A	N/A	N/A	109.33	56.03	N/A	102.75	108.23	N/A	N/A	89.05	123.3	102.75	N/A	72.61	72.61	83.02	N/A	N/A
2/5/2024	CDM	1469	30184443	HC TSH		OP		84443	    	301	137	89.05	9.37	137	19.06	91.79	32.88	91.79	20.97	87.27	19.63	32.88	87.13	20.2	37.34	19.82	109.33	56.03	36.97	102.75	108.23	36.25	9.56	89.05	123.3	102.75	35.35	72.61	72.61	85.21	20.01	36.99
2/5/2024	CDM	1470	30184445	HC THYROID STIM IMMGLB		IP		84445	    	301	135	87.75	13.5	135	N/A	90.45	N/A	90.45	N/A	86	N/A	N/A	85.86	N/A	N/A	N/A	107.73	55.21	N/A	101.25	106.65	N/A	N/A	87.75	121.5	101.25	N/A	71.55	71.55	81.81	N/A	N/A
2/5/2024	CDM	1471	30184445	HC THYROID STIM IMMGLB		OP		84445	    	301	135	87.75	13.5	135	23.98	90.45	32.4	90.45	26.38	86	24.7	32.4	85.86	25.42	36.79	24.94	107.73	55.21	36.43	101.25	106.65	35.72	28.95	87.75	121.5	101.25	34.83	71.55	71.55	83.97	25.18	36.45
2/5/2024	CDM	1472	30184446	HC ALPHA TOCOPHEROL		IP		84446	    	301	44	28.6	4.4	44	N/A	29.48	N/A	29.48	N/A	28.03	N/A	N/A	27.98	N/A	N/A	N/A	35.11	18	N/A	33	34.76	N/A	N/A	28.6	39.6	33	N/A	23.32	23.32	26.66	N/A	N/A
2/5/2024	CDM	1473	30184446	HC ALPHA TOCOPHEROL		OP		84446	    	301	44	28.6	4.4	44	15.72	29.48	10.56	29.48	17.29	28.03	16.19	10.56	27.98	16.66	11.99	16.35	35.11	18	11.87	33	34.76	11.64	8.07	28.6	39.6	33	11.35	23.32	23.32	27.37	16.51	11.88
2/5/2024	CDM	1474	30184449	HC TRANSCORTIN		IP		84449	    	301	88	57.2	8.8	88	N/A	58.96	N/A	58.96	N/A	56.06	N/A	N/A	55.97	N/A	N/A	N/A	70.22	35.99	N/A	66	69.52	N/A	N/A	57.2	79.2	66	N/A	46.64	46.64	53.33	N/A	N/A
2/5/2024	CDM	1475	30184449	HC TRANSCORTIN		OP		84449	    	301	88	57.2	8.8	88	19.06	58.96	21.12	58.96	20.97	56.06	19.63	21.12	55.97	20.2	23.98	19.82	70.22	35.99	23.74	66	69.52	23.28	10.24	57.2	79.2	66	22.71	46.64	46.64	54.74	20.01	23.76
2/5/2024	CDM	1476	30184450	HC AST GOT		IP		84450	    	301	105	68.25	10.5	105	N/A	70.35	N/A	70.35	N/A	66.89	N/A	N/A	66.78	N/A	N/A	N/A	83.79	42.95	N/A	78.75	82.95	N/A	N/A	68.25	94.5	78.75	N/A	55.65	55.65	63.63	N/A	N/A
2/5/2024	CDM	1477	30184450	HC AST GOT		OP		84450	    	301	105	68.25	2.89	105	10.18	70.35	25.2	70.35	11.2	66.89	10.49	25.2	66.78	10.79	28.61	10.59	83.79	42.95	28.33	78.75	82.95	27.78	2.95	68.25	94.5	78.75	27.09	55.65	55.65	65.31	10.69	28.35
2/5/2024	CDM	1478	30184460	HC ALT GPT		IP		84460	    	301	105	68.25	10.5	105	N/A	70.35	N/A	70.35	N/A	66.89	N/A	N/A	66.78	N/A	N/A	N/A	83.79	42.95	N/A	78.75	82.95	N/A	N/A	68.25	94.5	78.75	N/A	55.65	55.65	63.63	N/A	N/A
2/5/2024	CDM	1479	30184460	HC ALT GPT		OP		84460	    	301	105	68.25	2.96	105	10.18	70.35	25.2	70.35	11.2	66.89	10.49	25.2	66.78	10.79	28.61	10.59	83.79	42.95	28.33	78.75	82.95	27.78	3.02	68.25	94.5	78.75	27.09	55.65	55.65	65.31	10.69	28.35
2/5/2024	CDM	1480	30184466	HC TRANSFERRIN		IP		84466	    	301	90	58.5	9	90	N/A	60.3	N/A	60.3	N/A	57.33	N/A	N/A	57.24	N/A	N/A	N/A	71.82	36.81	N/A	67.5	71.1	N/A	N/A	58.5	81	67.5	N/A	47.7	47.7	54.54	N/A	N/A
2/5/2024	CDM	1481	30184466	HC TRANSFERRIN		OP		84466	    	301	90	58.5	7.12	90	15.72	60.3	21.6	60.3	17.29	57.33	16.19	21.6	57.24	16.66	24.52	16.35	71.82	36.81	24.28	67.5	71.1	23.81	7.26	58.5	81	67.5	23.22	47.7	47.7	55.98	16.51	24.3
2/5/2024	CDM	1482	30184478	HC TRIGLYCERIDE		IP		84478	    	301	200	130	20	200	N/A	134	N/A	134	N/A	127.4	N/A	N/A	127.2	N/A	N/A	N/A	159.6	81.8	N/A	150	158	N/A	N/A	130	180	150	N/A	106	106	121.2	N/A	N/A
2/5/2024	CDM	1483	30184478	HC TRIGLYCERIDE		OP		84478	    	301	200	130	3.2	200	10.18	134	48	134	11.2	127.4	10.49	48	127.2	10.79	54.51	10.59	159.6	81.8	53.97	150	158	52.92	3.26	130	180	150	51.6	106	106	124.4	10.69	54
2/5/2024	CDM	1484	30184481	HC T3 FREE		IP		84481	    	301	162	105.3	16.2	162	N/A	108.54	N/A	108.54	N/A	103.19	N/A	N/A	103.03	N/A	N/A	N/A	129.28	66.26	N/A	121.5	127.98	N/A	N/A	105.3	145.8	121.5	N/A	85.86	85.86	98.17	N/A	N/A
2/5/2024	CDM	1485	30184481	HC T3 FREE		OP		84481	    	301	162	105.3	9.45	162	19.06	108.54	38.88	108.54	20.97	103.19	19.63	38.88	103.03	20.2	44.16	19.82	129.28	66.26	43.72	121.5	127.98	42.87	9.64	105.3	145.8	121.5	41.8	85.86	85.86	100.76	20.01	43.74
2/5/2024	CDM	1486	30184484	HC TROPONIN QUANT		IP		84484	    	301	116	75.4	11.6	116	N/A	77.72	N/A	77.72	N/A	73.89	N/A	N/A	73.78	N/A	N/A	N/A	92.57	47.44	N/A	87	91.64	N/A	N/A	75.4	104.4	87	N/A	61.48	61.48	70.3	N/A	N/A
2/5/2024	CDM	1487	30184484	HC TROPONIN QUANT		OP		84484	    	301	116	75.4	6.96	116	15.72	77.72	27.84	77.72	17.29	73.89	16.19	27.84	73.78	16.66	31.61	16.35	92.57	47.44	31.3	87	91.64	30.69	7.1	75.4	104.4	87	29.93	61.48	61.48	72.15	16.51	31.32
2/5/2024	CDM	1488	30184520	HC BLOOD UREA NITROGEN		IP		84520	    	301	54	35.1	5.4	54	N/A	36.18	N/A	36.18	N/A	34.4	N/A	N/A	34.34	N/A	N/A	N/A	43.09	22.09	N/A	40.5	42.66	N/A	N/A	35.1	48.6	40.5	N/A	28.62	28.62	32.72	N/A	N/A
2/5/2024	CDM	1489	30184520	HC BLOOD UREA NITROGEN		OP		84520	    	301	54	35.1	2.2	54	10.18	36.18	12.96	36.18	11.2	34.4	10.49	12.96	34.34	10.79	14.72	10.59	43.09	22.09	14.57	40.5	42.66	14.29	2.24	35.1	48.6	40.5	13.94	28.62	28.62	33.59	10.69	14.58
2/5/2024	CDM	1490	30184540	HC 24 HR URINE UREA NITROGEN		IP		84540	    	301	54	35.1	5.4	54	N/A	36.18	N/A	36.18	N/A	34.4	N/A	N/A	34.34	N/A	N/A	N/A	43.09	22.09	N/A	40.5	42.66	N/A	N/A	35.1	48.6	40.5	N/A	28.62	28.62	32.72	N/A	N/A
2/5/2024	CDM	1491	30184540	HC 24 HR URINE UREA NITROGEN		OP		84540	    	301	54	35.1	3.1	54	10.18	36.18	12.96	36.18	11.2	34.4	10.49	12.96	34.34	10.79	14.72	10.59	43.09	22.09	14.57	40.5	42.66	14.29	3.16	35.1	48.6	40.5	13.94	28.62	28.62	33.59	10.69	14.58
2/5/2024	CDM	1492	30184550	HC URIC ACID BLOOD		IP		84550	    	301	100	65	10	100	N/A	67	N/A	67	N/A	63.7	N/A	N/A	63.6	N/A	N/A	N/A	79.8	40.9	N/A	75	79	N/A	N/A	65	90	75	N/A	53	53	60.6	N/A	N/A
2/5/2024	CDM	1493	30184550	HC URIC ACID BLOOD		OP		84550	    	301	100	65	2.52	100	10.18	67	24	67	11.2	63.7	10.49	24	63.6	10.79	27.25	10.59	79.8	40.9	26.98	75	79	26.46	2.57	65	90	75	25.8	53	53	62.2	10.69	27
2/5/2024	CDM	1494	30184560	HC URIC ACID OTHER		IP		84560	    	301	100	65	10	100	N/A	67	N/A	67	N/A	63.7	N/A	N/A	63.6	N/A	N/A	N/A	79.8	40.9	N/A	75	79	N/A	N/A	65	90	75	N/A	53	53	60.6	N/A	N/A
2/5/2024	CDM	1495	30184560	HC URIC ACID OTHER		OP		84560	    	301	100	65	2.83	100	10.18	67	24	67	11.2	63.7	10.49	24	63.6	10.79	27.25	10.59	79.8	40.9	26.98	75	79	26.46	2.89	65	90	75	25.8	53	53	62.2	10.69	27
2/5/2024	CDM	1496	30184585	HC VMA		IP		84585	    	301	66	42.9	6.6	66	N/A	44.22	N/A	44.22	N/A	42.04	N/A	N/A	41.98	N/A	N/A	N/A	52.67	26.99	N/A	49.5	52.14	N/A	N/A	42.9	59.4	49.5	N/A	34.98	34.98	40	N/A	N/A
2/5/2024	CDM	1497	30184585	HC VMA		OP		84585	    	301	66	42.9	6.6	66	19.06	44.22	15.84	44.22	20.97	42.04	19.63	15.84	41.98	20.2	17.98	19.82	52.67	26.99	17.8	49.5	52.14	17.46	8.82	42.9	59.4	49.5	17.02	34.98	34.98	41.05	20.01	17.82
2/5/2024	CDM	1498	30184586	HC VASOACTIVE INTESTINAL POLYPEPTID		IP		84586	    	301	449	291.85	44.9	449	N/A	300.83	N/A	300.83	N/A	286.01	N/A	N/A	285.56	N/A	N/A	N/A	358.3	183.64	N/A	336.75	354.71	N/A	N/A	291.85	404.1	336.75	N/A	237.97	237.97	272.09	N/A	N/A
2/5/2024	CDM	1499	30184586	HC VASOACTIVE INTESTINAL POLYPEPTID		OP		84586	    	301	449	291.85	19.71	449	23.98	300.83	107.76	300.83	26.38	286.01	24.7	107.76	285.56	25.42	122.37	24.94	358.3	183.64	121.18	336.75	354.71	118.81	20.1	291.85	404.1	336.75	115.84	237.97	237.97	279.28	25.18	121.23
2/5/2024	CDM	1500	30184588	HC ARGININE VASOPRESSIN		IP		84588	    	301	139	90.35	13.9	139	N/A	93.13	N/A	93.13	N/A	88.54	N/A	N/A	88.4	N/A	N/A	N/A	110.92	56.85	N/A	104.25	109.81	N/A	N/A	90.35	125.1	104.25	N/A	73.67	73.67	84.23	N/A	N/A
2/5/2024	CDM	1501	30184588	HC ARGININE VASOPRESSIN		OP		84588	    	301	139	90.35	13.9	139	23.98	93.13	33.36	93.13	26.38	88.54	24.7	33.36	88.4	25.42	37.88	24.94	110.92	56.85	37.51	104.25	109.81	36.78	19.32	90.35	125.1	104.25	35.86	73.67	73.67	86.46	25.18	37.53
2/5/2024	CDM	1502	30184597	HC VITAMIN K1		IP		84597	    	301	100	65	10	100	N/A	67	N/A	67	N/A	63.7	N/A	N/A	63.6	N/A	N/A	N/A	79.8	40.9	N/A	75	79	N/A	N/A	65	90	75	N/A	53	53	60.6	N/A	N/A
2/5/2024	CDM	1503	30184597	HC VITAMIN K1		OP		84597	    	301	100	65	10	100	15.72	67	24	67	17.29	63.7	16.19	24	63.6	16.66	27.25	16.35	79.8	40.9	26.98	75	79	26.46	N/A	65	90	75	25.8	53	53	62.2	16.51	27
2/5/2024	CDM	1504	30184630	HC ZINC		IP		84630	    	301	24	15.6	2.4	24	N/A	16.08	N/A	16.08	N/A	15.29	N/A	N/A	15.26	N/A	N/A	N/A	19.15	9.82	N/A	18	18.96	N/A	N/A	15.6	21.6	18	N/A	12.72	12.72	14.54	N/A	N/A
2/5/2024	CDM	1505	30184630	HC ZINC		OP		84630	    	301	24	15.6	2.4	24	14.04	16.08	5.76	16.08	15.44	15.29	14.46	5.76	15.26	14.88	6.54	14.6	19.15	9.82	6.47	18	18.96	6.35	6.49	15.6	21.6	18	6.19	12.72	12.72	14.93	14.74	6.48
2/5/2024	CDM	1506	30184681	HC CPEPTIDE		IP		84681	    	301	34	22.1	3.4	34	N/A	22.78	N/A	22.78	N/A	21.66	N/A	N/A	21.62	N/A	N/A	N/A	27.13	13.91	N/A	25.5	26.86	N/A	N/A	22.1	30.6	25.5	N/A	18.02	18.02	20.6	N/A	N/A
2/5/2024	CDM	1507	30184681	HC CPEPTIDE		OP		84681	    	301	34	22.1	3.4	34	15.72	22.78	8.16	22.78	17.29	21.66	16.19	8.16	21.62	16.66	9.27	16.35	27.13	13.91	9.18	25.5	26.86	9	11.84	22.1	30.6	25.5	8.77	18.02	18.02	21.15	16.51	9.18
2/5/2024	CDM	1508	30184702	HC GONADOTROPIN CHORIONIC HCG QUANT		IP		84702	    	301	174	113.1	17.4	174	N/A	116.58	N/A	116.58	N/A	110.84	N/A	N/A	110.66	N/A	N/A	N/A	138.85	71.17	N/A	130.5	137.46	N/A	N/A	113.1	156.6	130.5	N/A	92.22	92.22	105.44	N/A	N/A
2/5/2024	CDM	1509	30184702	HC GONADOTROPIN CHORIONIC HCG QUANT		OP		84702	    	301	174	113.1	8.4	174	19.06	116.58	41.76	116.58	20.97	110.84	19.63	41.76	110.66	20.2	47.42	19.82	138.85	71.17	46.96	130.5	137.46	46.04	8.57	113.1	156.6	130.5	44.89	92.22	92.22	108.23	20.01	46.98
2/5/2024	CDM	1510	30184703	HC SERUM PREGNANCYQUAL		IP		84703	    	301	125	81.25	12.5	125	N/A	83.75	N/A	83.75	N/A	79.63	N/A	N/A	79.5	N/A	N/A	N/A	99.75	51.13	N/A	93.75	98.75	N/A	N/A	81.25	112.5	93.75	N/A	66.25	66.25	75.75	N/A	N/A
2/5/2024	CDM	1511	30184703	HC SERUM PREGNANCYQUAL		OP		84703	    	301	125	81.25	4.2	125	10.18	83.75	30	83.75	11.2	79.63	10.49	30	79.5	10.79	34.06	10.59	99.75	51.13	33.73	93.75	98.75	33.07	4.28	81.25	112.5	93.75	32.25	66.25	66.25	77.75	10.69	33.75
2/5/2024	CDM	1512	30185597	HC PNP		IP		85597	    	301	97	63.05	9.7	97	N/A	64.99	N/A	64.99	N/A	61.79	N/A	N/A	61.69	N/A	N/A	N/A	77.41	39.67	N/A	72.75	76.63	N/A	N/A	63.05	87.3	72.75	N/A	51.41	51.41	58.78	N/A	N/A
2/5/2024	CDM	1513	30185597	HC PNP		OP		85597	    	301	97	63.05	8.42	97	8.42	64.99	23.28	64.99	9.26	61.79	8.67	23.28	61.69	8.93	26.44	8.76	77.41	39.67	26.18	72.75	76.63	25.67	10.23	63.05	87.3	72.75	25.03	51.41	51.41	60.33	8.84	26.19
2/5/2024	CDM	1514	30186200	HC ANTICCP		IP		86200	    	301	85	55.25	8.5	85	N/A	56.95	N/A	56.95	N/A	54.15	N/A	N/A	54.06	N/A	N/A	N/A	67.83	34.77	N/A	63.75	67.15	N/A	N/A	55.25	76.5	63.75	N/A	45.05	45.05	51.51	N/A	N/A
2/5/2024	CDM	1515	30186200	HC ANTICCP		OP		86200	    	301	85	55.25	7.23	85	19.99	56.95	20.4	56.95	21.99	54.15	20.59	20.4	54.06	21.19	23.16	20.79	67.83	34.77	22.93	63.75	67.15	22.49	7.37	55.25	76.5	63.75	21.93	45.05	45.05	52.87	20.99	22.95
2/5/2024	CDM	1516	30186336	HC INHIBIN A		IP		86336	    	301	121	78.65	12.1	121	N/A	81.07	N/A	81.07	N/A	77.08	N/A	N/A	76.96	N/A	N/A	N/A	96.56	49.49	N/A	90.75	95.59	N/A	N/A	78.65	108.9	90.75	N/A	64.13	64.13	73.33	N/A	N/A
2/5/2024	CDM	1517	30186336	HC INHIBIN A		OP		86336	    	301	121	78.65	8.7	121	19.99	81.07	29.04	81.07	21.99	77.08	20.59	29.04	76.96	21.19	32.98	20.79	96.56	49.49	32.66	90.75	95.59	32.02	8.87	78.65	108.9	90.75	31.21	64.13	64.13	75.26	20.99	32.67
2/5/2024	CDM	1518	30187902	HC HEPATITIS C GENOTYPE		IP		87902	    	306	399	259.35	39.9	399	N/A	267.33	N/A	267.33	N/A	254.16	N/A	N/A	253.76	N/A	N/A	N/A	318.4	163.19	N/A	299.25	315.21	N/A	N/A	259.35	359.1	299.25	N/A	211.47	211.47	241.79	N/A	N/A
2/5/2024	CDM	1519	30187902	HC HEPATITIS C GENOTYPE		OP		87902	    	306	399	259.35	39.9	399	100.9	267.33	95.76	267.33	110.99	254.16	103.93	95.76	253.76	106.95	108.75	104.94	318.4	163.19	107.69	299.25	315.21	105.58	146.53	259.35	359.1	299.25	102.94	211.47	211.47	248.18	105.95	107.73
2/5/2024	CDM	1520	30188720	HC BILI TOTAL TRANSCUTANEOUS		IP		88720	    	301	54	35.1	5.4	54	N/A	36.18	N/A	36.18	N/A	34.4	N/A	N/A	34.34	N/A	N/A	N/A	43.09	22.09	N/A	40.5	42.66	N/A	N/A	35.1	48.6	40.5	N/A	28.62	28.62	32.72	N/A	N/A
2/5/2024	CDM	1521	30188720	HC BILI TOTAL TRANSCUTANEOUS		OP		88720	    	301	54	35.1	2.8	54	7.35	36.18	12.96	36.18	8.09	34.4	7.57	12.96	34.34	7.79	14.72	7.64	43.09	22.09	14.57	40.5	42.66	14.29	2.86	35.1	48.6	40.5	13.94	28.62	28.62	33.59	7.72	14.58
2/5/2024	CDM	1522	30200035	HC ANTIBODY COVID19 REFERRED TEST		IP		86769	    	302	104	67.6	10.4	104	N/A	69.68	N/A	69.68	N/A	66.25	N/A	N/A	66.14	N/A	N/A	N/A	82.99	42.54	N/A	78	82.16	N/A	N/A	67.6	93.6	78	N/A	55.12	55.12	63.02	N/A	N/A
2/5/2024	CDM	1523	30200035	HC ANTIBODY COVID19 REFERRED TEST		OP		86769	    	302	104	67.6	10.4	104	19.99	69.68	24.96	69.68	21.99	66.25	20.59	24.96	66.14	21.19	28.35	20.79	82.99	42.54	28.07	78	82.16	27.52	23.98	67.6	93.6	78	26.83	55.12	55.12	64.69	20.99	28.08
2/5/2024	CDM	1524	30282104	HC ALPHA1 ANTITRYPSIN PHENOTYPE		IP		82104	    	302	36	23.4	3.6	36	N/A	24.12	N/A	24.12	N/A	22.93	N/A	N/A	22.9	N/A	N/A	N/A	28.73	14.72	N/A	27	28.44	N/A	N/A	23.4	32.4	27	N/A	19.08	19.08	21.82	N/A	N/A
2/5/2024	CDM	1525	30282104	HC ALPHA1 ANTITRYPSIN PHENOTYPE		OP		82104	    	302	36	23.4	3.6	36	15.72	24.12	8.64	24.12	17.29	22.93	16.19	8.64	22.9	16.66	9.82	16.35	28.73	14.72	9.72	27	28.44	9.53	N/A	23.4	32.4	27	9.29	19.08	19.08	22.39	16.51	9.72
2/5/2024	CDM	1526	30282787	HC IGG SUBCLASS		IP		82787	    	301	49	31.85	4.9	49	N/A	32.83	N/A	32.83	N/A	31.21	N/A	N/A	31.16	N/A	N/A	N/A	39.1	20.04	N/A	36.75	38.71	N/A	N/A	31.85	44.1	36.75	N/A	25.97	25.97	29.69	N/A	N/A
2/5/2024	CDM	1527	30282787	HC IGG SUBCLASS		OP		82787	    	301	49	31.85	4.48	49	10.18	32.83	11.76	32.83	11.2	31.21	10.49	11.76	31.16	10.79	13.36	10.59	39.1	20.04	13.22	36.75	38.71	12.97	4.57	31.85	44.1	36.75	12.64	25.97	25.97	30.48	10.69	13.23
2/5/2024	CDM	1528	30286001	HC ASPERGILLUS FUMIGATUS RL		IP		86001	    	302	35	22.75	3.5	35	N/A	23.45	N/A	23.45	N/A	22.3	N/A	N/A	22.26	N/A	N/A	N/A	27.93	14.31	N/A	26.25	27.65	N/A	N/A	22.75	31.5	26.25	N/A	18.55	18.55	21.21	N/A	N/A
2/5/2024	CDM	1529	30286001	HC ASPERGILLUS FUMIGATUS RL		OP		86001	    	302	35	22.75	3.5	35	19.99	23.45	8.4	23.45	21.99	22.3	20.59	8.4	22.26	21.19	9.54	20.79	27.93	14.31	9.44	26.25	27.65	9.26	4.45	22.75	31.5	26.25	9.03	18.55	18.55	21.77	20.99	9.45
2/5/2024	CDM	1530	30286003	HC ALLERGEN SPECIFIC IGE		IP		86003	    	302	17	11.05	1.7	17	N/A	11.39	N/A	11.39	N/A	10.83	N/A	N/A	10.81	N/A	N/A	N/A	13.57	6.95	N/A	12.75	13.43	N/A	N/A	11.05	15.3	12.75	N/A	9.01	9.01	10.3	N/A	N/A
2/5/2024	CDM	1531	30286003	HC ALLERGEN SPECIFIC IGE		OP		86003	    	302	17	11.05	1.7	18.7	17	11.39	4.08	11.39	18.7	10.83	17.51	4.08	10.81	18.02	4.63	17.68	13.57	6.95	4.59	12.75	13.43	4.5	2.97	11.05	15.3	12.75	4.39	9.01	9.01	10.57	17.85	4.59
2/5/2024	CDM	1532	30286008	HC ALLERGEN SPECIFIC IGE RECOMBINANT OR PURIFIED		IP		86008	    	302	97	63.05	9.7	97	N/A	64.99	N/A	64.99	N/A	61.79	N/A	N/A	61.69	N/A	N/A	N/A	77.41	39.67	N/A	72.75	76.63	N/A	N/A	63.05	87.3	72.75	N/A	51.41	51.41	58.78	N/A	N/A
