	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																													
2/15/2024	CDM	932	27000037	HC BREAST MILK		OP			    	270	119	77.35	11.9	119	N/A	119	91.99	N/A	97.82	N/A	97.82	119	N/A	119	N/A	N/A	N/A	59.5	119	N/A	119	50.1	54.74	83.3	N/A	83.3	57.12	N/A	41.77	89.25	61.88	N/A	28.56	28.56	74.97	95.2	N/A	119	49.74	119	N/A	N/A
2/15/2024	CDM	933	27000038	HC BREAST MILK		IP			    	270	277	180.05	27.7	277	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	138.5	N/A	N/A	N/A	118.83	137.12	N/A	N/A	N/A	132.96	N/A	N/A	207.75	144.04	N/A	N/A	N/A	N/A	221.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	934	27000038	HC BREAST MILK		OP			    	270	277	180.05	27.7	277	N/A	277	214.12	N/A	227.69	N/A	227.69	277	N/A	277	N/A	N/A	N/A	138.5	277	N/A	277	116.62	127.42	193.9	N/A	193.9	132.96	N/A	97.23	207.75	144.04	N/A	66.48	66.48	174.51	221.6	N/A	277	115.79	277	N/A	N/A
2/15/2024	CDM	935	27000039	HC DRSG PLUROGEL 50GM JAR		IP			    	270	431	280.15	43.1	431	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	215.5	N/A	N/A	N/A	184.9	213.34	N/A	N/A	N/A	206.88	N/A	N/A	323.25	224.12	N/A	N/A	N/A	N/A	344.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	936	27000039	HC DRSG PLUROGEL 50GM JAR		OP			    	270	431	280.15	43.1	431	N/A	431	333.16	N/A	354.28	N/A	354.28	431	N/A	431	N/A	N/A	N/A	215.5	431	N/A	431	181.45	198.26	301.7	N/A	301.7	206.88	N/A	151.28	323.25	224.12	N/A	103.44	103.44	271.53	344.8	N/A	431	180.16	431	N/A	N/A
2/15/2024	CDM	937	27004038	HC CAST SUPPLIES  FIBERGLASS		IP		Q4038	    	270	546	354.9	54.6	546	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	273	N/A	N/A	N/A	234.23	270.27	N/A	N/A	N/A	262.08	N/A	N/A	409.5	283.92	N/A	N/A	N/A	N/A	436.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	938	27004038	HC CAST SUPPLIES  FIBERGLASS		OP		Q4038	    	270	546	354.9	54.6	546	N/A	546	422.06	N/A	448.81	N/A	448.81	546	N/A	546	N/A	N/A	N/A	273	546	N/A	546	229.87	251.16	382.2	N/A	382.2	262.08	N/A	191.65	409.5	283.92	N/A	131.04	131.04	343.98	436.8	N/A	546	228.23	546	N/A	N/A
2/15/2024	CDM	939	27008621	HC ZINC BATTERY FOR COCHLEAR IMPLANT DEVICE EA		IP		L8621	    	270	3	1.95	0.3	3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1.5	N/A	N/A	N/A	1.29	1.48	N/A	N/A	N/A	1.44	N/A	N/A	2.25	1.56	N/A	N/A	N/A	N/A	2.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	940	27008621	HC ZINC BATTERY FOR COCHLEAR IMPLANT DEVICE EA		OP		L8621	    	270	3	1.95	0.3	3	N/A	3	2.32	0.7	2.47	0.72	2.47	3	0.75	3	0.7	0.75	0.7	1.5	3	0.72	3	1.26	1.38	2.1	0.72	2.1	1.44	N/A	1.28	2.25	1.56	0.68	0.72	0.72	1.89	2.4	0.7	0.69	1.25	3	N/A	0.71
2/15/2024	CDM	941	27200041	HC SKIN ADHESIVE		IP			    	272	133	86.45	13.3	133	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	66.5	N/A	N/A	N/A	57.06	65.83	N/A	N/A	N/A	63.84	N/A	N/A	99.75	69.16	N/A	N/A	N/A	N/A	106.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	942	27200041	HC SKIN ADHESIVE		OP			    	272	133	86.45	13.3	133	N/A	133	102.81	N/A	109.33	N/A	109.33	133	N/A	133	N/A	N/A	N/A	66.5	133	N/A	133	55.99	61.18	93.1	N/A	93.1	63.84	N/A	46.68	99.75	69.16	N/A	31.92	31.92	83.79	106.4	N/A	133	55.59	133	N/A	N/A
2/15/2024	CDM	943	27200043	HC CENTRAL LINE KIT		IP		C1751	    	272	930	604.5	93	930	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	465	N/A	N/A	N/A	398.97	460.35	N/A	N/A	N/A	446.4	N/A	N/A	697.5	483.6	N/A	N/A	N/A	N/A	744	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	944	27200043	HC CENTRAL LINE KIT		OP		C1751	    	272	930	604.5	93	930	N/A	930	718.89	N/A	764.46	N/A	764.46	930	N/A	930	N/A	N/A	N/A	465	930	N/A	930	391.53	427.8	651	N/A	651	446.4	N/A	355.26	697.5	483.6	N/A	223.2	223.2	585.9	744	N/A	930	388.74	930	N/A	N/A
2/15/2024	CDM	945	27200044	HC EZIO NEEDLE		IP			    	272	476	309.4	47.6	476	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	238	N/A	N/A	N/A	204.2	235.62	N/A	N/A	N/A	228.48	N/A	N/A	357	247.52	N/A	N/A	N/A	N/A	380.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	946	27200044	HC EZIO NEEDLE		OP			    	272	476	309.4	47.6	476	N/A	476	367.95	N/A	391.27	N/A	391.27	476	N/A	476	N/A	N/A	N/A	238	476	N/A	476	200.4	218.96	333.2	N/A	333.2	228.48	N/A	167.08	357	247.52	N/A	114.24	114.24	299.88	380.8	N/A	476	198.97	476	N/A	N/A
2/15/2024	CDM	947	27200047	HC BAKRI TAMPONADE		IP			    	272	1277	830.05	127.7	1277	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	638.5	N/A	N/A	N/A	547.83	632.12	N/A	N/A	N/A	612.96	N/A	N/A	957.75	664.04	N/A	N/A	N/A	N/A	1021.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	948	27200047	HC BAKRI TAMPONADE		OP			    	272	1277	830.05	127.7	1277	N/A	1277	987.12	N/A	1049.69	N/A	1049.69	1277	N/A	1277	N/A	N/A	N/A	638.5	1277	N/A	1277	537.62	587.42	893.9	N/A	893.9	612.96	N/A	448.23	957.75	664.04	N/A	306.48	306.48	804.51	1021.6	N/A	1277	533.79	1277	N/A	N/A
2/15/2024	CDM	949	27200049	HC ARISTA 3GM		IP			    	272	791	514.15	79.1	791	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	395.5	N/A	N/A	N/A	339.34	391.55	N/A	N/A	N/A	379.68	N/A	N/A	593.25	411.32	N/A	N/A	N/A	N/A	632.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	950	27200049	HC ARISTA 3GM		OP			    	272	791	514.15	79.1	791	N/A	791	611.44	N/A	650.2	N/A	650.2	791	N/A	791	N/A	N/A	N/A	395.5	791	N/A	791	333.01	363.86	553.7	N/A	553.7	379.68	N/A	277.64	593.25	411.32	N/A	189.84	189.84	498.33	632.8	N/A	791	330.64	791	N/A	N/A
2/15/2024	CDM	951	27200050	HC AUTO SUTURE LDS 15W		IP			    	272	770	500.5	77	770	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	385	N/A	N/A	N/A	330.33	381.15	N/A	N/A	N/A	369.6	N/A	N/A	577.5	400.4	N/A	N/A	N/A	N/A	616	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	952	27200050	HC AUTO SUTURE LDS 15W		OP			    	272	770	500.5	77	770	N/A	770	595.21	N/A	632.94	N/A	632.94	770	N/A	770	N/A	N/A	N/A	385	770	N/A	770	324.17	354.2	539	N/A	539	369.6	N/A	270.27	577.5	400.4	N/A	184.8	184.8	485.1	616	N/A	770	321.86	770	N/A	N/A
2/15/2024	CDM	953	27200051	HC EBB COMPLETE TAMPONADE SYSTEM		IP			    	272	2408	1565.2	240.8	2408	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1204	N/A	N/A	N/A	1033.03	1191.96	N/A	N/A	N/A	1155.84	N/A	N/A	1806	1252.16	N/A	N/A	N/A	N/A	1926.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	954	27200051	HC EBB COMPLETE TAMPONADE SYSTEM		OP			    	272	2408	1565.2	240.8	2408	N/A	2408	1861.38	N/A	1979.38	N/A	1979.38	2408	N/A	2408	N/A	N/A	N/A	1204	2408	N/A	2408	1013.77	1107.68	1685.6	N/A	1685.6	1155.84	N/A	845.21	1806	1252.16	N/A	577.92	577.92	1517.04	1926.4	N/A	2408	1006.54	2408	N/A	N/A
2/15/2024	CDM	955	27200052	HC LIGASURE IMPACT INSTRUMENT		IP			    	272	3509	2280.85	350.9	3509	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	1754.5	N/A	N/A	N/A	1505.36	1736.95	N/A	N/A	N/A	1684.32	N/A	N/A	2631.75	1824.68	N/A	N/A	N/A	N/A	2807.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	956	27200052	HC LIGASURE IMPACT INSTRUMENT		OP			    	272	3509	2280.85	350.9	3509	N/A	3509	2712.46	N/A	2884.4	N/A	2884.4	3509	N/A	3509	N/A	N/A	N/A	1754.5	3509	N/A	3509	1477.29	1614.14	2456.3	N/A	2456.3	1684.32	N/A	1231.66	2631.75	1824.68	N/A	842.16	842.16	2210.67	2807.2	N/A	3509	1466.76	3509	N/A	N/A
2/15/2024	CDM	957	27200056	HC BRACHYTHERAPY NEEDLE		IP		C1715	    	272	11	7.15	1.1	11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	5.5	N/A	N/A	N/A	4.72	5.45	N/A	N/A	N/A	5.28	N/A	N/A	8.25	5.72	N/A	N/A	N/A	N/A	8.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	958	27200056	HC BRACHYTHERAPY NEEDLE		OP		C1715	    	272	11	7.15	1.1	11	N/A	11	8.5	N/A	9.04	N/A	9.04	11	N/A	11	N/A	N/A	N/A	5.5	11	N/A	11	4.63	5.06	7.7	N/A	7.7	5.28	N/A	4.2	8.25	5.72	N/A	2.64	2.64	6.93	8.8	N/A	11	4.6	11	N/A	N/A
2/15/2024	CDM	959	27200058	HC INFUSER		IP			    	272	185	120.25	18.5	185	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	92.5	N/A	N/A	N/A	79.36	91.58	N/A	N/A	N/A	88.8	N/A	N/A	138.75	96.2	N/A	N/A	N/A	N/A	148	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	960	27200058	HC INFUSER		OP			    	272	185	120.25	18.5	185	N/A	185	143	N/A	152.07	N/A	152.07	185	N/A	185	N/A	N/A	N/A	92.5	185	N/A	185	77.89	85.1	129.5	N/A	129.5	88.8	N/A	64.94	138.75	96.2	N/A	44.4	44.4	116.55	148	N/A	185	77.33	185	N/A	N/A
2/15/2024	CDM	961	27200059	HC DRSG RESTORE POLYMEM PER SHEET		IP			    	272	26	16.9	2.6	26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	13	N/A	N/A	N/A	11.15	12.87	N/A	N/A	N/A	12.48	N/A	N/A	19.5	13.52	N/A	N/A	N/A	N/A	20.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	962	27200059	HC DRSG RESTORE POLYMEM PER SHEET		OP			    	272	26	16.9	2.6	26	N/A	26	20.1	N/A	21.37	N/A	21.37	26	N/A	26	N/A	N/A	N/A	13	26	N/A	26	10.95	11.96	18.2	N/A	18.2	12.48	N/A	9.13	19.5	13.52	N/A	6.24	6.24	16.38	20.8	N/A	26	10.87	26	N/A	N/A
2/15/2024	CDM	963	27200060	HC FOAM DRSG PER SHEET 4875 SQIN		IP			    	272	190	123.5	19	190	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	95	N/A	N/A	N/A	81.51	94.05	N/A	N/A	N/A	91.2	N/A	N/A	142.5	98.8	N/A	N/A	N/A	N/A	152	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	964	27200060	HC FOAM DRSG PER SHEET 4875 SQIN		OP			    	272	190	123.5	19	190	N/A	190	146.87	N/A	156.18	N/A	156.18	190	N/A	190	N/A	N/A	N/A	95	190	N/A	190	79.99	87.4	133	N/A	133	91.2	N/A	66.69	142.5	98.8	N/A	45.6	45.6	119.7	152	N/A	190	79.42	190	N/A	N/A
2/15/2024	CDM	965	27200062	HC CATHETER FOR LUNG HDR		IP			    	272	406	263.9	40.6	406	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	203	N/A	N/A	N/A	174.17	200.97	N/A	N/A	N/A	194.88	N/A	N/A	304.5	211.12	N/A	N/A	N/A	N/A	324.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	966	27200062	HC CATHETER FOR LUNG HDR		OP			    	272	406	263.9	40.6	406	N/A	406	313.84	N/A	333.73	N/A	333.73	406	N/A	406	N/A	N/A	N/A	203	406	N/A	406	170.93	186.76	284.2	N/A	284.2	194.88	N/A	142.51	304.5	211.12	N/A	97.44	97.44	255.78	324.8	N/A	406	169.71	406	N/A	N/A
2/15/2024	CDM	967	27200072	HC PICC CDC45552VPS2 CATH 55FRX55CM SGL COAT		IP		C1751	    	272	1274	828.1	127.4	1274	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	637	N/A	N/A	N/A	546.55	630.63	N/A	N/A	N/A	611.52	N/A	N/A	955.5	662.48	N/A	N/A	N/A	N/A	1019.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	968	27200072	HC PICC CDC45552VPS2 CATH 55FRX55CM SGL COAT		OP		C1751	    	272	1274	828.1	127.4	1274	N/A	1274	984.8	N/A	1047.23	N/A	1047.23	1274	N/A	1274	N/A	N/A	N/A	637	1274	N/A	1274	536.35	586.04	891.8	N/A	891.8	611.52	N/A	486.67	955.5	662.48	N/A	305.76	305.76	802.62	1019.2	N/A	1274	532.53	1274	N/A	N/A
2/15/2024	CDM	969	27200073	HC PICC CDC45563VPS2 CATH 60FRX55CM SGL COAT		IP		C1751	    	272	1242	807.3	124.2	1242	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	621	N/A	N/A	N/A	532.82	614.79	N/A	N/A	N/A	596.16	N/A	N/A	931.5	645.84	N/A	N/A	N/A	N/A	993.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	970	27200073	HC PICC CDC45563VPS2 CATH 60FRX55CM SGL COAT		OP		C1751	    	272	1242	807.3	124.2	1242	N/A	1242	960.07	N/A	1020.92	N/A	1020.92	1242	N/A	1242	N/A	N/A	N/A	621	1242	N/A	1242	522.88	571.32	869.4	N/A	869.4	596.16	N/A	474.44	931.5	645.84	N/A	298.08	298.08	782.46	993.6	N/A	1242	519.16	1242	N/A	N/A
2/15/2024	CDM	971	27200074	HC PICC CDC445541VPS2 CATH 45FRX55CM SGL COAT		IP		C1751	    	272	1273	827.45	127.3	1273	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	636.5	N/A	N/A	N/A	546.12	630.13	N/A	N/A	N/A	611.04	N/A	N/A	954.75	661.96	N/A	N/A	N/A	N/A	1018.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	972	27200074	HC PICC CDC445541VPS2 CATH 45FRX55CM SGL COAT		OP		C1751	    	272	1273	827.45	127.3	1273	N/A	1273	984.03	N/A	1046.41	N/A	1046.41	1273	N/A	1273	N/A	N/A	N/A	636.5	1273	N/A	1273	535.93	585.58	891.1	N/A	891.1	611.04	N/A	486.29	954.75	661.96	N/A	305.52	305.52	801.99	1018.4	N/A	1273	532.11	1273	N/A	N/A
2/15/2024	CDM	973	27200075	HC PICC 1174108D CATH PICC 1 LUM TIP PSTN LAWSON		IP		C1751	    	272	894	581.1	89.4	894	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	447	N/A	N/A	N/A	383.53	442.53	N/A	N/A	N/A	429.12	N/A	N/A	670.5	464.88	N/A	N/A	N/A	N/A	715.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	974	27200075	HC PICC 1174108D CATH PICC 1 LUM TIP PSTN LAWSON		OP		C1751	    	272	894	581.1	89.4	894	N/A	894	691.06	N/A	734.87	N/A	734.87	894	N/A	894	N/A	N/A	N/A	447	894	N/A	894	376.37	411.24	625.8	N/A	625.8	429.12	N/A	341.51	670.5	464.88	N/A	214.56	214.56	563.22	715.2	N/A	894	373.69	894	N/A	N/A
2/15/2024	CDM	975	27200076	HC PICC 1275108D CATH CV P PICC SHRLK 3CG 5FR LA		IP		C1751	    	272	923	599.95	92.3	923	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	461.5	N/A	N/A	N/A	395.97	456.88	N/A	N/A	N/A	443.04	N/A	N/A	692.25	479.96	N/A	N/A	N/A	N/A	738.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	976	27200076	HC PICC 1275108D CATH CV P PICC SHRLK 3CG 5FR LA		OP		C1751	    	272	923	599.95	92.3	923	N/A	923	713.48	N/A	758.71	N/A	758.71	923	N/A	923	N/A	N/A	N/A	461.5	923	N/A	923	388.58	424.58	646.1	N/A	646.1	443.04	N/A	352.59	692.25	479.96	N/A	221.52	221.52	581.49	738.4	N/A	923	385.81	923	N/A	N/A
2/15/2024	CDM	977	27200077	HC PICC 1385108QD CATH PICC 3 LUM TIP PSTN LAWSO		IP		C1751	    	272	1068	694.2	106.8	1068	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	534	N/A	N/A	N/A	458.17	528.66	N/A	N/A	N/A	512.64	N/A	N/A	801	555.36	N/A	N/A	N/A	N/A	854.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	978	27200077	HC PICC 1385108QD CATH PICC 3 LUM TIP PSTN LAWSO		OP		C1751	    	272	1068	694.2	106.8	1068	N/A	1068	825.56	N/A	877.9	N/A	877.9	1068	N/A	1068	N/A	N/A	N/A	534	1068	N/A	1068	449.63	491.28	747.6	N/A	747.6	512.64	N/A	407.98	801	555.36	N/A	256.32	256.32	672.84	854.4	N/A	1068	446.42	1068	N/A	N/A
2/15/2024	CDM	979	27200094	HC COOLING COLLAR		IP			    	272	387	251.55	38.7	387	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	193.5	N/A	N/A	N/A	166.02	191.56	N/A	N/A	N/A	185.76	N/A	N/A	290.25	201.24	N/A	N/A	N/A	N/A	309.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	980	27200094	HC COOLING COLLAR		OP			    	272	387	251.55	38.7	387	N/A	387	299.15	N/A	318.11	N/A	318.11	387	N/A	387	N/A	N/A	N/A	193.5	387	N/A	387	162.93	178.02	270.9	N/A	270.9	185.76	N/A	135.84	290.25	201.24	N/A	92.88	92.88	243.81	309.6	N/A	387	161.77	387	N/A	N/A
2/15/2024	CDM	981	27200095	HC KATZ EXTRACTOR		IP			    	272	248	161.2	24.8	248	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	124	N/A	N/A	N/A	106.39	122.76	N/A	N/A	N/A	119.04	N/A	N/A	186	128.96	N/A	N/A	N/A	N/A	198.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	982	27200095	HC KATZ EXTRACTOR		OP			    	272	248	161.2	24.8	248	N/A	248	191.7	N/A	203.86	N/A	203.86	248	N/A	248	N/A	N/A	N/A	124	248	N/A	248	104.41	114.08	173.6	N/A	173.6	119.04	N/A	87.05	186	128.96	N/A	59.52	59.52	156.24	198.4	N/A	248	103.66	248	N/A	N/A
2/15/2024	CDM	983	27200096	HC ACCESS RN BRINGS IN SUPPLY FOR PICC		IP		C1751	    	272	1240	806	124	1240	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	620	N/A	N/A	N/A	531.96	613.8	N/A	N/A	N/A	595.2	N/A	N/A	930	644.8	N/A	N/A	N/A	N/A	992	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	984	27200096	HC ACCESS RN BRINGS IN SUPPLY FOR PICC		OP		C1751	    	272	1240	806	124	1240	N/A	1240	958.52	N/A	1019.28	N/A	1019.28	1240	N/A	1240	N/A	N/A	N/A	620	1240	N/A	1240	522.04	570.4	868	N/A	868	595.2	N/A	473.68	930	644.8	N/A	297.6	297.6	781.2	992	N/A	1240	518.32	1240	N/A	N/A
2/15/2024	CDM	985	27200097	HC DISPOSABLE BRONCHOSCOPE		IP			    	272	1158	752.7	115.8	1158	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	579	N/A	N/A	N/A	496.78	573.21	N/A	N/A	N/A	555.84	N/A	N/A	868.5	602.16	N/A	N/A	N/A	N/A	926.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	986	27200097	HC DISPOSABLE BRONCHOSCOPE		OP			    	272	1158	752.7	115.8	1158	N/A	1158	895.13	N/A	951.88	N/A	951.88	1158	N/A	1158	N/A	N/A	N/A	579	1158	N/A	1158	487.52	532.68	810.6	N/A	810.6	555.84	N/A	406.46	868.5	602.16	N/A	277.92	277.92	729.54	926.4	N/A	1158	484.04	1158	N/A	N/A
2/15/2024	CDM	987	27200103	HC MDLN 18G 8CM BASIC F118087T W DRSSNG PWRGLDPR		IP		C1751	    	272	282	183.3	28.2	282	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	141	N/A	N/A	N/A	120.98	139.59	N/A	N/A	N/A	135.36	N/A	N/A	211.5	146.64	N/A	N/A	N/A	N/A	225.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	988	27200103	HC MDLN 18G 8CM BASIC F118087T W DRSSNG PWRGLDPR		OP		C1751	    	272	282	183.3	28.2	282	N/A	282	217.99	N/A	231.8	N/A	231.8	282	N/A	282	N/A	N/A	N/A	141	282	N/A	282	118.72	129.72	197.4	N/A	197.4	135.36	N/A	107.72	211.5	146.64	N/A	67.68	67.68	177.66	225.6	N/A	282	117.88	282	N/A	N/A
2/15/2024	CDM	989	27200104	HC MDLN 18G 10 CM BASIC F118107T W DRSSNG PWRGLD		IP		C1751	    	272	282	183.3	28.2	282	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	141	N/A	N/A	N/A	120.98	139.59	N/A	N/A	N/A	135.36	N/A	N/A	211.5	146.64	N/A	N/A	N/A	N/A	225.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	990	27200104	HC MDLN 18G 10 CM BASIC F118107T W DRSSNG PWRGLD		OP		C1751	    	272	282	183.3	28.2	282	N/A	282	217.99	N/A	231.8	N/A	231.8	282	N/A	282	N/A	N/A	N/A	141	282	N/A	282	118.72	129.72	197.4	N/A	197.4	135.36	N/A	107.72	211.5	146.64	N/A	67.68	67.68	177.66	225.6	N/A	282	117.88	282	N/A	N/A
2/15/2024	CDM	991	27200105	HC MDLN 18G 8CM FULL F218088PT W PRB CVR PWRGLDP		IP		C1751	    	272	464	301.6	46.4	464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	232	N/A	N/A	N/A	199.06	229.68	N/A	N/A	N/A	222.72	N/A	N/A	348	241.28	N/A	N/A	N/A	N/A	371.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	992	27200105	HC MDLN 18G 8CM FULL F218088PT W PRB CVR PWRGLDP		OP		C1751	    	272	464	301.6	46.4	464	N/A	464	358.67	N/A	381.41	N/A	381.41	464	N/A	464	N/A	N/A	N/A	232	464	N/A	464	195.34	213.44	324.8	N/A	324.8	222.72	N/A	177.25	348	241.28	N/A	111.36	111.36	292.32	371.2	N/A	464	193.95	464	N/A	N/A
2/15/2024	CDM	993	27200107	HC MDLN 18G 10CM PRB CVR F218108PT PWRGLDPR FULL		IP		C1751	    	272	464	301.6	46.4	464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	232	N/A	N/A	N/A	199.06	229.68	N/A	N/A	N/A	222.72	N/A	N/A	348	241.28	N/A	N/A	N/A	N/A	371.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	994	27200107	HC MDLN 18G 10CM PRB CVR F218108PT PWRGLDPR FULL		OP		C1751	    	272	464	301.6	46.4	464	N/A	464	358.67	N/A	381.41	N/A	381.41	464	N/A	464	N/A	N/A	N/A	232	464	N/A	464	195.34	213.44	324.8	N/A	324.8	222.72	N/A	177.25	348	241.28	N/A	111.36	111.36	292.32	371.2	N/A	464	193.95	464	N/A	N/A
2/15/2024	CDM	995	27200108	HC MDLN 18G 8CM FULL F118088PT PRBDRSSNG PWRGLD		IP		C1751	    	272	464	301.6	46.4	464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	232	N/A	N/A	N/A	199.06	229.68	N/A	N/A	N/A	222.72	N/A	N/A	348	241.28	N/A	N/A	N/A	N/A	371.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	996	27200108	HC MDLN 18G 8CM FULL F118088PT PRBDRSSNG PWRGLD		OP		C1751	    	272	464	301.6	46.4	464	N/A	464	358.67	N/A	381.41	N/A	381.41	464	N/A	464	N/A	N/A	N/A	232	464	N/A	464	195.34	213.44	324.8	N/A	324.8	222.72	N/A	177.25	348	241.28	N/A	111.36	111.36	292.32	371.2	N/A	464	193.95	464	N/A	N/A
2/15/2024	CDM	997	27200109	HC MDLN 18G 10CM FULL F118108PT PRBDRSSNG PWRGL		IP		C1751	    	272	464	301.6	46.4	464	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	232	N/A	N/A	N/A	199.06	229.68	N/A	N/A	N/A	222.72	N/A	N/A	348	241.28	N/A	N/A	N/A	N/A	371.2	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	998	27200109	HC MDLN 18G 10CM FULL F118108PT PRBDRSSNG PWRGL		OP		C1751	    	272	464	301.6	46.4	464	N/A	464	358.67	N/A	381.41	N/A	381.41	464	N/A	464	N/A	N/A	N/A	232	464	N/A	464	195.34	213.44	324.8	N/A	324.8	222.72	N/A	177.25	348	241.28	N/A	111.36	111.36	292.32	371.2	N/A	464	193.95	464	N/A	N/A
