	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																						
2/15/2024	CDM	1383	30100017	HC GASTROCCULT NURSINGQW		OP		82271	    	301	65	42.25	2.97	65	3.21	65	8.9	5.21	9.46	5.37	8.9	65	5.59	65	5.21	5.59	65	5.37	65	36.77	29.12	12.24	45.5	5.31	31.2	3.03	26	48.75	33.8	5.08	20.15	4.66	6.66	65	5.32
2/15/2024	CDM	1384	30100052	HC HGB A1C GLYCOHGB  QW		IP		83036	    	301	217	141.05	21.7	217	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	116.53	97.22	136.71	N/A	N/A	104.16	N/A	N/A	162.75	112.84	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1385	30100052	HC HGB A1C GLYCOHGB  QW		OP		83036	    	301	217	141.05	5.42	217	5.85	217	16.24	9.52	17.25	9.8	16.24	217	10.2	217	9.52	10.2	217	9.8	217	67.06	97.22	22.33	151.9	9.71	104.16	5.53	86.8	162.75	112.84	9.28	67.27	8.52	19.86	217	9.71
2/15/2024	CDM	1386	30180051	HC ELECTROLYTES		IP		80051	    	301	232	150.8	23.2	232	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	124.58	103.94	146.16	N/A	N/A	111.36	N/A	N/A	174	120.64	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1387	30180051	HC ELECTROLYTES		OP		80051	    	301	232	150.8	3.91	232	4.22	232	11.72	6.87	12.45	7.08	11.72	232	7.36	232	6.87	7.36	232	7.08	232	48.48	103.94	16.12	162.4	7.01	111.36	3.99	92.8	174	120.64	6.7	71.92	6.15	14.36	232	7.01
2/15/2024	CDM	1388	30180061	HC LIPID PANEL		IP		80061	    	301	428	278.2	42.8	428	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	229.84	191.74	269.64	N/A	N/A	205.44	N/A	N/A	321	222.56	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1389	30180061	HC LIPID PANEL		OP		80061	    	301	428	278.2	7.47	428	8.07	428	22.38	13.12	23.78	13.51	22.38	428	14.06	428	13.12	14.06	428	13.51	428	92.45	191.74	30.8	299.6	13.38	205.44	7.62	171.2	321	222.56	12.79	132.68	11.74	27.41	428	13.39
2/15/2024	CDM	1390	30180069	HC RENAL PANEL		IP		80069	    	301	68	44.2	6.8	68	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	36.52	30.46	42.84	N/A	N/A	32.64	N/A	N/A	51	35.36	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1391	30180069	HC RENAL PANEL		OP		80069	    	301	68	44.2	4.84	68	5.23	68	14.5	8.51	15.41	8.76	14.5	68	9.11	68	8.51	9.11	68	8.76	68	59.95	30.46	19.96	47.6	8.68	32.64	4.94	27.2	51	35.36	8.3	21.08	7.62	17.78	68	8.68
2/15/2024	CDM	1392	30180074	HC ACUTE HEPATITIS PANEL		IP		80074	    	301	1003	651.95	100.3	1003	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	538.61	449.34	631.89	N/A	N/A	481.44	N/A	N/A	752.25	521.56	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1393	30180074	HC ACUTE HEPATITIS PANEL		OP		80074	    	301	1003	651.95	26.58	1003	28.71	1003	79.63	46.68	84.58	48.08	79.63	1003	50.01	1003	46.68	50.01	1003	48.08	1003	329.03	449.34	109.55	702.1	47.61	481.44	27.11	401.2	752.25	521.56	45.51	310.93	41.78	97.49	1003	47.63
2/15/2024	CDM	1394	30180143	HC DRUG ASSAY ACETAMINOPHEN		IP		80143	    	301	287	186.55	28.7	287	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	154.12	128.58	180.81	N/A	N/A	137.76	N/A	N/A	215.25	149.24	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1395	30180143	HC DRUG ASSAY ACETAMINOPHEN		OP		80143	    	301	287	186.55	10.4	287	11.23	287	31.16	18.27	33.1	18.82	31.16	287	19.57	287	18.27	19.57	287	18.82	287	128.8	128.58	42.87	200.9	18.64	137.76	10.61	114.8	215.25	149.24	17.81	88.97	16.35	27.96	287	18.64
2/15/2024	CDM	1396	30180151	HC DRUG ASSAY AMIODARONE		IP		80151	    	301	169	109.85	16.9	169	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	90.75	75.71	106.47	N/A	N/A	81.12	N/A	N/A	126.75	87.88	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1397	30180151	HC DRUG ASSAY AMIODARONE		OP		80151	    	301	169	109.85	10.4	169	11.23	169	31.16	18.27	33.1	18.82	31.16	169	19.57	169	18.27	19.57	169	18.82	169	128.8	75.71	42.87	118.3	18.64	81.12	10.61	67.6	126.75	87.88	17.81	52.39	16.35	27.96	169	18.64
2/15/2024	CDM	1398	30180156	HC CARBAMAZEPINE TOTAL		IP		80156	    	301	319	207.35	31.9	319	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	171.3	142.91	200.97	N/A	N/A	153.12	N/A	N/A	239.25	165.88	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1399	30180156	HC CARBAMAZEPINE TOTAL		OP		80156	    	301	319	207.35	8.13	319	8.78	319	24.37	14.28	25.89	14.71	24.37	319	15.3	319	14.28	15.3	319	14.71	319	100.64	142.91	33.51	223.3	14.57	153.12	8.29	127.6	239.25	165.88	13.92	98.89	12.78	29.81	319	14.57
2/15/2024	CDM	1400	30180158	HC CYCLOSPORIN		IP		80158	    	301	42	27.3	4.2	42	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	22.55	18.82	26.46	N/A	N/A	20.16	N/A	N/A	31.5	21.84	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1401	30180158	HC CYCLOSPORIN		OP		80158	    	301	42	27.3	4.2	59.56	10.88	42	30.18	17.69	32.06	18.22	30.18	42	18.95	42	17.69	18.95	42	18.22	42	42	18.82	41.52	29.4	18.04	20.16	10.27	16.8	31.5	21.84	17.25	13.02	15.84	36.95	42	18.05
2/15/2024	CDM	1402	30180159	HC CLOZAPINE		IP		80159	    	301	44	28.6	4.4	44	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	23.63	19.71	27.72	N/A	N/A	21.12	N/A	N/A	33	22.88	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1403	30180159	HC CLOZAPINE		OP		80159	    	301	44	28.6	4.4	66.49	12.14	44	33.69	19.75	35.79	20.33	33.69	44	21.16	44	19.75	21.16	44	20.33	44	44	19.71	44	30.8	20.14	21.12	11.46	17.6	33	22.88	19.26	13.64	17.68	37.85	44	20.15
2/15/2024	CDM	1404	30180161	HC DRUG ASSAY CARBAMAZEPINE 1011 EPOXIDE		IP		80161	    	301	114	74.1	11.4	114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	61.22	51.07	71.82	N/A	N/A	54.72	N/A	N/A	85.5	59.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1405	30180161	HC DRUG ASSAY CARBAMAZEPINE 1011 EPOXIDE		OP		80161	    	301	114	74.1	10.4	114	11.23	114	31.16	18.27	33.1	18.82	31.16	114	19.57	114	18.27	19.57	114	18.82	114	114	51.07	42.87	79.8	18.64	54.72	10.61	45.6	85.5	59.28	17.81	35.34	16.35	27.96	114	18.64
2/15/2024	CDM	1406	30180162	HC DIGOXIN		IP		80162	    	301	209	135.85	20.9	209	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	112.23	93.63	131.67	N/A	N/A	100.32	N/A	N/A	156.75	108.68	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1407	30180162	HC DIGOXIN		OP		80162	    	301	209	135.85	7.41	209	8	209	22.2	13.01	23.58	13.41	22.2	209	13.94	209	13.01	13.94	209	13.41	209	91.7	93.63	30.54	146.3	13.27	100.32	7.56	83.6	156.75	108.68	12.68	64.79	11.65	27.18	209	13.28
2/15/2024	CDM	1408	30180163	HC DIGOXIN FREE		IP		80163	    	301	265	172.25	26.5	265	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	142.31	118.72	166.95	N/A	N/A	127.2	N/A	N/A	198.75	137.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1409	30180163	HC DIGOXIN FREE		OP		80163	    	301	265	172.25	7.41	265	8	265	22.2	13.01	23.58	13.41	22.2	265	13.94	265	13.01	13.94	265	13.41	265	91.7	118.72	30.54	185.5	13.27	127.2	7.56	106	198.75	137.8	12.68	82.15	11.65	27.11	265	13.28
2/15/2024	CDM	1410	30180164	HC VALPROIC ACID		IP		80164	    	301	339	220.35	33.9	339	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	182.04	151.87	213.57	N/A	N/A	162.72	N/A	N/A	254.25	176.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1411	30180164	HC VALPROIC ACID		OP		80164	    	301	339	220.35	7.56	339	8.16	339	22.63	13.27	24.04	13.67	22.63	339	14.22	339	13.27	14.22	339	13.67	339	93.53	151.87	31.14	237.3	13.54	162.72	7.71	135.6	254.25	176.28	12.94	105.09	11.88	27.74	339	13.54
2/15/2024	CDM	1412	30180165	HC VALPROIC ACID FREE		IP		80165	    	301	195	126.75	19.5	195	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	104.72	87.36	122.85	N/A	N/A	93.6	N/A	N/A	146.25	101.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1413	30180165	HC VALPROIC ACID FREE		OP		80165	    	301	195	126.75	7.56	195	8.16	195	22.63	13.27	24.04	13.67	22.63	195	14.22	195	13.27	14.22	195	13.67	195	93.53	87.36	31.14	136.5	13.54	93.6	7.71	78	146.25	101.4	12.94	60.45	11.88	27.66	195	13.54
2/15/2024	CDM	1414	30180167	HC DRUG ASSAY FELBAMATE		IP		80167	    	301	181	117.65	18.1	181	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	97.2	81.09	114.03	N/A	N/A	86.88	N/A	N/A	135.75	94.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1415	30180167	HC DRUG ASSAY FELBAMATE		OP		80167	    	301	181	117.65	10.4	181	11.23	181	31.16	18.27	33.1	18.82	31.16	181	19.57	181	18.27	19.57	181	18.82	181	128.8	81.09	42.87	126.7	18.64	86.88	10.61	72.4	135.75	94.12	17.81	56.11	16.35	27.96	181	18.64
2/15/2024	CDM	1416	30180168	HC ETHOSUXIMIDE		IP		80168	    	301	32	20.8	3.2	32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	17.18	14.34	20.16	N/A	N/A	15.36	N/A	N/A	24	16.64	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1417	30180168	HC ETHOSUXIMIDE		OP		80168	    	301	32	20.8	3.2	53.92	9.85	32	27.32	16.01	29.02	16.49	27.32	32	17.16	32	16.01	17.16	32	16.49	32	32	14.34	32	22.4	16.33	15.36	9.3	12.8	24	16.64	15.61	9.92	14.34	33.45	32	16.34
2/15/2024	CDM	1418	30180170	HC GENTAMICIN		IP		80170	    	301	361	234.65	36.1	361	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	193.86	161.73	227.43	N/A	N/A	173.28	N/A	N/A	270.75	187.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1419	30180170	HC GENTAMICIN		OP		80170	    	301	361	234.65	9.14	361	9.87	361	27.38	16.05	29.08	16.53	27.38	361	17.2	361	16.05	17.2	361	16.53	361	113.19	161.73	37.67	252.7	16.37	173.28	9.32	144.4	270.75	187.72	15.65	111.91	14.37	33.54	361	16.38
2/15/2024	CDM	1420	30180171	HC GABAPENTIN		IP		80171	    	301	30	19.5	3	30	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	16.11	13.44	18.9	N/A	N/A	14.4	N/A	N/A	22.5	15.6	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1421	30180171	HC GABAPENTIN		OP		80171	    	301	30	19.5	3	71.51	13.06	30	30	21.24	30	21.87	30	30	22.75	30	21.24	22.75	30	21.87	30	30	13.44	30	21	21.66	14.4	12.33	12	22.5	15.6	20.71	9.3	19.01	27.14	30	21.67
2/15/2024	CDM	1422	30180175	HC LAMOTRIGINE		IP		80175	    	301	36	23.4	3.6	36	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	19.33	16.13	22.68	N/A	N/A	17.28	N/A	N/A	27	18.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1423	30180175	HC LAMOTRIGINE		OP		80175	    	301	36	23.4	3.6	43.72	7.98	36	22.15	12.98	23.53	13.38	22.15	36	13.91	36	12.98	13.91	36	13.38	36	36	16.13	30.48	25.2	13.24	17.28	7.54	14.4	27	18.72	12.66	11.16	11.63	27.14	36	13.25
2/15/2024	CDM	1424	30180177	HC LEVETIRACETAM		IP		80177	    	301	24	15.6	2.4	24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	12.89	10.75	15.12	N/A	N/A	11.52	N/A	N/A	18	12.48	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1425	30180177	HC LEVETIRACETAM		OP		80177	    	301	24	15.6	2.4	43.72	7.98	24	22.15	12.98	23.53	13.38	22.15	24	13.91	24	12.98	13.91	24	13.38	24	24	10.75	24	16.8	13.24	11.52	7.54	9.6	18	12.48	12.66	7.44	11.63	27.14	24	13.25
2/15/2024	CDM	1426	30180178	HC LITHIUM		IP		80178	    	301	131	85.15	13.1	131	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	70.35	58.69	82.53	N/A	N/A	62.88	N/A	N/A	98.25	68.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1427	30180178	HC LITHIUM		OP		80178	    	301	131	85.15	3.69	131	3.99	131	11.06	6.48	11.74	6.67	11.06	131	6.94	131	6.48	6.94	131	6.67	131	45.71	58.69	15.2	91.7	6.61	62.88	3.76	52.4	98.25	68.12	6.32	40.61	5.8	13.53	131	6.61
2/15/2024	CDM	1428	30180179	HC DRUG ASSAY SALICYLATE		IP		80179	    	301	287	186.55	28.7	287	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	154.12	128.58	180.81	N/A	N/A	137.76	N/A	N/A	215.25	149.24	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1429	30180179	HC DRUG ASSAY SALICYLATE		OP		80179	    	301	287	186.55	10.4	287	11.23	287	31.16	18.27	33.1	18.82	31.16	287	19.57	287	18.27	19.57	287	18.82	287	128.8	128.58	42.87	200.9	18.64	137.76	10.61	114.8	215.25	149.24	17.81	88.97	16.35	27.96	287	18.64
2/15/2024	CDM	1430	30180180	HC MYCOPHENOLIC ACID		IP		80180	    	301	65	42.25	6.5	65	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	34.91	29.12	40.95	N/A	N/A	31.2	N/A	N/A	48.75	33.8	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1431	30180180	HC MYCOPHENOLIC ACID		OP		80180	    	301	65	42.25	6.5	65	10.88	65	30.18	17.69	32.06	18.22	30.18	65	18.95	65	17.69	18.95	65	18.22	65	65	29.12	41.52	45.5	18.04	31.2	10.27	26	48.75	33.8	17.25	20.15	15.84	36.95	65	18.05
2/15/2024	CDM	1432	30180181	HC DRUG ASSAY FLECAINIDE		IP		80181	    	301	173	112.45	17.3	173	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	92.9	77.5	108.99	N/A	N/A	83.04	N/A	N/A	129.75	89.96	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1433	30180181	HC DRUG ASSAY FLECAINIDE		OP		80181	    	301	173	112.45	10.4	173	11.23	173	31.16	18.27	33.1	18.82	31.16	173	19.57	173	18.27	19.57	173	18.82	173	128.8	77.5	42.87	121.1	18.64	83.04	10.61	69.2	129.75	89.96	17.81	53.63	16.35	27.96	173	18.64
2/15/2024	CDM	1434	30180183	HC OXCARBAZEPINE		IP		80183	    	301	38	24.7	3.8	38	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	20.41	17.02	23.94	N/A	N/A	18.24	N/A	N/A	28.5	19.76	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1435	30180183	HC OXCARBAZEPINE		OP		80183	    	301	38	24.7	3.8	43.72	7.98	38	22.15	12.98	23.53	13.38	22.15	38	13.91	38	12.98	13.91	38	13.38	38	38	17.02	30.48	26.6	13.24	18.24	7.54	15.2	28.5	19.76	12.66	11.78	11.63	27.14	38	13.25
2/15/2024	CDM	1436	30180184	HC PHENOBARBITAL		IP		80184	    	301	395	256.75	39.5	395	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	212.12	176.96	248.85	N/A	N/A	189.6	N/A	N/A	296.25	205.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1437	30180184	HC PHENOBARBITAL		OP		80184	    	301	395	256.75	8.54	395	9.22	395	25.58	14.99	27.17	15.44	25.58	395	16.07	395	14.99	16.07	395	15.44	395	105.75	176.96	35.19	276.5	15.29	189.6	8.71	158	296.25	205.4	14.62	122.45	13.42	23.43	395	15.3
2/15/2024	CDM	1438	30180185	HC DILANTIN TOTAL		IP		80185	    	301	300	195	30	300	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	161.1	134.4	189	N/A	N/A	144	N/A	N/A	225	156	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1439	30180185	HC DILANTIN TOTAL		OP		80185	    	301	300	195	7.39	300	7.98	300	22.15	12.98	23.53	13.38	22.15	300	13.91	300	12.98	13.91	300	13.38	300	91.51	134.4	30.48	210	13.24	144	7.54	120	225	156	12.66	93	11.63	27.14	300	13.25
2/15/2024	CDM	1440	30180186	HC DILANTIN FREE		IP		80186	    	301	192	124.8	19.2	192	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	103.1	86.02	120.96	N/A	N/A	92.16	N/A	N/A	144	99.84	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1441	30180186	HC DILANTIN FREE		OP		80186	    	301	192	124.8	7.68	192	8.29	192	23.01	13.48	24.44	13.89	23.01	192	14.45	192	13.48	14.45	192	13.89	192	95	86.02	31.65	134.4	13.75	92.16	7.83	76.8	144	99.84	13.14	59.52	12.07	28.17	192	13.76
2/15/2024	CDM	1442	30180188	HC PRIMIDONE		IP		80188	    	301	23	14.95	2.3	23	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	12.35	10.3	14.49	N/A	N/A	11.04	N/A	N/A	17.25	11.96	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1443	30180188	HC PRIMIDONE		OP		80188	    	301	23	14.95	2.3	54.75	10	23	23	16.26	23	16.75	23	23	17.42	23	16.26	17.42	23	16.75	23	23	10.3	23	16.1	16.59	11.04	9.45	9.2	17.25	11.96	15.85	7.13	14.55	33.96	23	16.59
2/15/2024	CDM	1444	30180189	HC DRUG ASSAY ITRACONAZOLE		IP		80189	    	301	173	112.45	17.3	173	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	92.9	77.5	108.99	N/A	N/A	83.04	N/A	N/A	129.75	89.96	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1445	30180189	HC DRUG ASSAY ITRACONAZOLE		OP		80189	    	301	173	112.45	15.13	173	16.34	173	45.33	26.57	48.15	27.36	45.33	173	28.47	173	26.57	28.47	173	27.36	173	173	77.5	62.35	121.1	27.1	83.04	15.43	69.2	129.75	89.96	25.91	53.63	23.78	40.67	173	27.11
2/15/2024	CDM	1446	30180195	HC RAPAMYCINSIROLIMUS		IP		80195	    	301	45	29.25	4.5	45	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	24.17	20.16	28.35	N/A	N/A	21.6	N/A	N/A	33.75	23.4	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1447	30180195	HC RAPAMYCINSIROLIMUS		OP		80195	    	301	45	29.25	4.5	45.31	8.27	45	22.95	13.46	24.38	13.86	22.95	45	14.42	45	13.46	14.42	45	13.86	45	45	20.16	31.58	31.5	13.73	21.6	7.81	18	33.75	23.4	13.12	13.95	12.05	28.1	45	13.73
2/15/2024	CDM	1448	30180198	HC THEOPYHYLLINE		IP		80198	    	301	317	206.05	31.7	317	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	170.23	142.02	199.71	N/A	N/A	152.16	N/A	N/A	237.75	164.84	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1449	30180198	HC THEOPYHYLLINE		OP		80198	    	301	317	206.05	7.89	317	8.52	317	23.64	13.86	25.11	14.27	23.64	317	14.85	317	13.86	14.85	317	14.27	317	97.67	142.02	32.52	221.9	14.14	152.16	8.05	126.8	237.75	164.84	13.51	98.27	12.41	28.95	317	14.14
2/15/2024	CDM	1450	30180199	HC TIAGABINE		IP		80199	    	301	175	113.75	17.5	175	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	93.98	78.4	110.25	N/A	N/A	84	N/A	N/A	131.25	91	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1451	30180199	HC TIAGABINE		OP		80199	    	301	175	113.75	15.13	175	16.34	175	45.33	26.57	48.15	27.36	45.33	175	28.47	175	26.57	28.47	175	27.36	175	175	78.4	62.35	122.5	27.1	84	15.43	70	131.25	91	25.91	54.25	23.78	36.95	175	27.11
2/15/2024	CDM	1452	30180200	HC TOBRAMYCIN		IP		80200	    	301	361	234.65	36.1	361	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	193.86	161.73	227.43	N/A	N/A	173.28	N/A	N/A	270.75	187.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1453	30180200	HC TOBRAMYCIN		OP		80200	    	301	361	234.65	9	361	9.72	361	26.96	15.81	28.64	16.28	26.96	361	16.94	361	15.81	16.94	361	16.28	361	111.36	161.73	37.1	252.7	16.13	173.28	9.18	144.4	270.75	187.72	15.41	111.91	14.15	32.99	361	16.13
2/15/2024	CDM	1454	30180201	HC TOPIRAMATE		IP		80201	    	301	61	39.65	6.1	61	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	32.76	27.33	38.43	N/A	N/A	29.28	N/A	N/A	45.75	31.72	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1455	30180201	HC TOPIRAMATE		OP		80201	    	301	61	39.65	6.1	61	7.18	61	19.94	11.68	21.18	12.03	19.94	61	12.52	61	11.68	12.52	61	12.03	61	61	27.33	27.42	42.7	11.91	29.28	6.78	24.4	45.75	31.72	11.39	18.91	10.46	24.41	61	11.92
2/15/2024	CDM	1456	30180202	HC VANCOMYCIN		IP		80202	    	301	379	246.35	37.9	379	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	203.52	169.79	238.77	N/A	N/A	181.92	N/A	N/A	284.25	197.08	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1457	30180202	HC VANCOMYCIN		OP		80202	    	301	379	246.35	7.56	379	8.16	379	22.63	13.27	24.04	13.67	22.63	379	14.22	379	13.27	14.22	379	13.67	379	93.53	169.79	31.14	265.3	13.54	181.92	7.71	151.6	284.25	197.08	12.94	117.49	11.88	27.74	379	13.54
2/15/2024	CDM	1458	30180203	HC ZONISAMIDE		IP		80203	    	301	39	25.35	3.9	39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	20.94	17.47	24.57	N/A	N/A	18.72	N/A	N/A	29.25	20.28	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1459	30180203	HC ZONISAMIDE		OP		80203	    	301	39	25.35	3.9	43.72	7.98	39	22.15	12.98	23.53	13.38	22.15	39	13.91	39	12.98	13.91	39	13.38	39	39	17.47	30.48	27.3	13.24	18.72	7.54	15.6	29.25	20.28	12.66	12.09	11.63	27.14	39	13.25
2/15/2024	CDM	1460	30180204	HC DRUG ASSAY METHOTREXATE		IP		80204	    	301	173	112.45	17.3	173	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	92.9	77.5	108.99	N/A	N/A	83.04	N/A	N/A	129.75	89.96	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1461	30180204	HC DRUG ASSAY METHOTREXATE		OP		80204	    	301	173	112.45	17.3	173	23.24	173	64.5	37.8	68.51	38.94	64.5	173	40.5	173	37.8	40.5	173	38.94	173	173	77.5	88.71	121.1	38.56	83.04	21.95	69.2	129.75	89.96	36.85	53.63	33.84	57.86	173	38.57
2/15/2024	CDM	1462	30180210	HC DRUG ASSAY RUFINAMIDE		IP		80210	    	301	181	117.65	18.1	181	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	N/A	0	N/A	N/A	N/A	97.2	81.09	114.03	N/A	N/A	86.88	N/A	N/A	135.75	94.12	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	1463	30180210	HC DRUG ASSAY RUFINAMIDE		OP		80210	    	301	181	117.65	15.13	181	16.34	181	45.33	26.57	48.15	27.36	45.33	181	28.47	181	26.57	28.47	181	27.36	181	181	81.09	62.35	126.7	27.1	86.88	15.43	72.4	135.75	94.12	25.91	56.11	23.78	40.67	181	27.11
