	hospital_name		version	hospital_location	hospital_address	license_number|[state]	"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated."																																									
2/15/2024	CDM	430	30081201	HC APC GENE ANALYSIS FULL GENE SEQUENCE		IP		81201	    	300	3377	2195.05	337.7	3377	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2353.77	1965.41	N/A	2262.59	2330.13	N/A	N/A	N/A	N/A	N/A	3039.3	N/A	N/A	1452.11	1452.11	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	431	30081201	HC APC GENE ANALYSIS FULL GENE SEQUENCE		OP		81201	    	300	3377	2195.05	132.45	3377	132.45	2120.76	764.4	764.4	2120.76	145.7	2272.72	136.42	764.4	2272.72	132.45	132.45	2353.77	1965.41	779.69	2262.59	2330.13	764.4	443.94	2026.2	132.45	764.4	3039.3	2701.6	760.5	1891.12	1891.12	2026.2	764.4	2667.83	132.45	726.18	764.4	780
2/15/2024	CDM	432	30081206	HC BCRABLP210 MAJORTRANS ANALY		IP		81206	    	300	640	416	64	640	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	446.08	372.48	N/A	428.8	441.6	N/A	N/A	N/A	N/A	N/A	576	N/A	N/A	275.2	275.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	433	30081206	HC BCRABLP210 MAJORTRANS ANALY		OP		81206	    	300	640	416	64	640	89.13	401.92	160.68	160.68	401.92	98.04	430.72	91.8	160.68	430.72	89.13	89.13	446.08	372.48	163.89	428.8	441.6	160.68	93.32	384	89.13	160.68	576	512	159.86	358.4	358.4	384	160.68	505.6	89.13	152.65	160.68	163.96
2/15/2024	CDM	434	30081207	HC BCRABLP190 MINORTRANS ANALY		IP		81207	    	300	861	559.65	86.1	861	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	600.12	501.1	N/A	576.87	594.09	N/A	N/A	N/A	N/A	N/A	774.9	N/A	N/A	370.23	370.23	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	435	30081207	HC BCRABLP190 MINORTRANS ANALY		OP		81207	    	300	861	559.65	80.82	861	89.13	540.71	141.94	141.94	540.71	98.04	579.45	91.8	141.94	579.45	89.13	89.13	600.12	501.1	144.78	576.87	594.09	141.94	82.44	516.6	89.13	141.94	774.9	688.8	141.22	482.16	482.16	516.6	141.94	680.19	89.13	134.84	141.94	144.84
2/15/2024	CDM	436	30081208	HC BCRABLOTHER BKPTTRANS ANALY		IP		81208	    	300	956	621.4	95.6	956	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	666.33	556.39	N/A	640.52	659.64	N/A	N/A	N/A	N/A	N/A	860.4	N/A	N/A	411.08	411.08	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	437	30081208	HC BCRABLOTHER BKPTTRANS ANALY		OP		81208	    	300	956	621.4	89.13	956	89.13	600.37	210.33	210.33	600.37	98.04	643.39	91.8	210.33	643.39	89.13	89.13	666.33	556.39	214.54	640.52	659.64	210.33	122.16	573.6	89.13	210.33	860.4	764.8	209.25	535.36	535.36	573.6	210.33	755.24	89.13	199.81	210.33	214.62
2/15/2024	CDM	438	30081210	HC BRAF V600E VAR GENE ANALYSIS		IP		81210	    	312	488	317.2	48.8	488	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	340.14	284.02	N/A	326.96	336.72	N/A	N/A	N/A	N/A	N/A	439.2	N/A	N/A	209.84	209.84	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	439	30081210	HC BRAF V600E VAR GENE ANALYSIS		OP		81210	    	312	488	317.2	48.8	578.82	89.13	306.46	171.89	171.89	306.46	98.04	328.42	91.8	171.89	328.42	89.13	89.13	340.14	284.02	175.33	326.96	336.72	171.89	99.83	292.8	89.13	171.89	439.2	390.4	171.02	273.28	273.28	292.8	171.89	385.52	89.13	163.3	171.89	175.4
2/15/2024	CDM	440	30081220	HC CFTRCYST FIBGENE ANALYCOM VAR		IP		81220	    	300	606	393.9	60.6	606	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	422.38	352.69	N/A	406.02	418.14	N/A	N/A	N/A	N/A	N/A	545.4	N/A	N/A	260.58	260.58	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	441	30081220	HC CFTRCYST FIBGENE ANALYCOM VAR		OP		81220	    	300	606	393.9	60.6	1836.78	83.92	380.57	545.47	545.47	380.57	92.31	407.84	86.44	545.47	407.84	83.92	83.92	422.38	352.69	556.38	406.02	418.14	545.47	N/A	363.6	83.92	545.47	545.4	484.8	542.69	339.36	339.36	363.6	545.47	478.74	83.92	518.2	545.47	556.6
2/15/2024	CDM	442	30081222	HC CFTRCYST FIBDUPDEL VARIANTS		IP		81222	    	300	1884	1224.6	188.4	1884	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1313.15	1096.49	N/A	1262.28	1299.96	N/A	N/A	N/A	N/A	N/A	1695.6	N/A	N/A	810.12	810.12	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	443	30081222	HC CFTRCYST FIBDUPDEL VARIANTS		OP		81222	    	300	1884	1224.6	83.92	1884	83.92	1183.15	426.37	426.37	1183.15	92.31	1267.93	86.44	426.37	1267.93	83.92	83.92	1313.15	1096.49	434.9	1262.28	1299.96	426.37	247.63	1130.4	83.92	426.37	1695.6	1507.2	424.19	1055.04	1055.04	1130.4	426.37	1488.36	83.92	405.05	426.37	435.07
2/15/2024	CDM	444	30081223	HC CFTRCYS FIBFULL GENE SEQ ANALY		IP		81223	    	300	2161	1404.65	216.1	2161	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1506.22	1257.7	N/A	1447.87	1491.09	N/A	N/A	N/A	N/A	N/A	1944.9	N/A	N/A	929.23	929.23	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	445	30081223	HC CFTRCYS FIBFULL GENE SEQ ANALY		OP		81223	    	300	2161	1404.65	83.92	2161	83.92	1357.11	489.02	489.02	1357.11	92.31	1454.35	86.44	489.02	1454.35	83.92	83.92	1506.22	1257.7	498.8	1447.87	1491.09	489.02	284.01	1296.6	83.92	489.02	1944.9	1728.8	486.52	1210.16	1210.16	1296.6	489.02	1707.19	83.92	464.57	489.02	499
2/15/2024	CDM	446	30081227	HC P450 2C9GENE ANALYCOMMON VAR		IP		81227	    	300	757	492.05	75.7	757	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	527.63	440.57	N/A	507.19	522.33	N/A	N/A	N/A	N/A	N/A	681.3	N/A	N/A	325.51	325.51	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	447	30081227	HC P450 2C9GENE ANALYCOMMON VAR		OP		81227	    	300	757	492.05	75.7	757	89.13	475.4	171.31	171.31	475.4	98.04	509.46	91.8	171.31	509.46	89.13	89.13	527.63	440.57	174.74	507.19	522.33	171.31	99.49	454.2	89.13	171.31	681.3	605.6	170.44	423.92	423.92	454.2	171.31	598.03	89.13	162.74	171.31	174.81
2/15/2024	CDM	448	30081229	HC MICROARRAY ANALYSIS SNP		IP		81229	    	300	1943	1262.95	194.3	1943	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1354.27	1130.83	N/A	1301.81	1340.67	N/A	N/A	N/A	N/A	N/A	1748.7	N/A	N/A	835.49	835.49	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	449	30081229	HC MICROARRAY ANALYSIS SNP		OP		81229	    	300	1943	1262.95	194.3	3828	514.16	1220.2	1136.8	1136.8	1220.2	565.58	1307.64	529.58	1136.8	1307.64	514.16	514.16	1354.27	1130.83	1159.54	1301.81	1340.67	1136.8	660.23	1165.8	514.16	1136.8	1748.7	1554.4	1131	1088.08	1088.08	1165.8	1136.8	1534.97	514.16	1079.96	1136.8	1160
2/15/2024	CDM	450	30081235	HC EGFRGENE ANALY COMMON VARIANTS		IP		81235	    	300	1405	913.25	140.5	1405	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	979.29	817.71	N/A	941.35	969.45	N/A	N/A	N/A	N/A	N/A	1264.5	N/A	N/A	604.15	604.15	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	451	30081235	HC EGFRGENE ANALY COMMON VARIANTS		OP		81235	    	300	1405	913.25	83.92	1405	83.92	882.34	318.09	318.09	882.34	92.31	945.56	86.44	318.09	945.56	83.92	83.92	979.29	817.71	324.45	941.35	969.45	318.09	184.74	843	83.92	318.09	1264.5	1124	316.47	786.8	786.8	843	318.09	1109.95	83.92	302.19	318.09	324.58
2/15/2024	CDM	452	30081240	HC PROTHROMBIN G20210A MUTATION		IP		81240	    	300	149	96.85	14.9	149	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	103.85	86.72	N/A	99.83	102.81	N/A	N/A	N/A	N/A	N/A	134.1	N/A	N/A	64.07	64.07	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	453	30081240	HC PROTHROMBIN G20210A MUTATION		OP		81240	    	300	149	96.85	14.9	216.78	64.22	93.57	64.38	64.38	93.57	70.64	100.28	66.15	64.38	100.28	64.22	64.22	103.85	86.72	65.67	99.83	102.81	64.38	37.39	89.4	64.22	64.38	134.1	119.2	64.05	83.44	83.44	89.4	64.38	117.71	64.22	61.16	64.38	65.69
2/15/2024	CDM	454	30081241	HC FACTOR V LEIDEN MUTATION		IP		81241	    	300	315	204.75	31.5	315	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	219.56	183.33	N/A	211.05	217.35	N/A	N/A	N/A	N/A	N/A	283.5	N/A	N/A	135.45	135.45	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	455	30081241	HC FACTOR V LEIDEN MUTATION		OP		81241	    	300	315	204.75	31.5	315	64.22	197.82	71.9	71.9	197.82	70.64	211.99	66.15	71.9	211.99	64.22	64.22	219.56	183.33	73.34	211.05	217.35	71.9	41.76	189	64.22	71.9	283.5	252	71.54	176.4	176.4	189	71.9	248.85	64.22	68.31	71.9	73.37
2/15/2024	CDM	456	30081243	HC FMR1FRAG XDETECT AB ALLELES		IP		81243	    	300	419	272.35	41.9	419	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	292.04	243.86	N/A	280.73	289.11	N/A	N/A	N/A	N/A	N/A	377.1	N/A	N/A	180.17	180.17	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	457	30081243	HC FMR1FRAG XDETECT AB ALLELES		OP		81243	    	300	419	272.35	31.83	419	64.22	263.13	55.9	55.9	263.13	70.64	281.99	66.15	55.9	281.99	64.22	64.22	292.04	243.86	57.02	280.73	289.11	55.9	32.47	251.4	64.22	55.9	377.1	335.2	55.61	234.64	234.64	251.4	55.9	331.01	64.22	53.1	55.9	57.04
2/15/2024	CDM	458	30081244	HC FMR1FRAG XALLELE CHARACTERIZAT		IP		81244	    	300	196	127.4	19.6	196	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	136.61	114.07	N/A	131.32	135.24	N/A	N/A	N/A	N/A	N/A	176.4	N/A	N/A	84.28	84.28	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	459	30081244	HC FMR1FRAG XALLELE CHARACTERIZAT		OP		81244	    	300	196	127.4	19.6	196	64.22	123.09	43.99	43.99	123.09	70.64	131.91	66.15	43.99	131.91	64.22	64.22	136.61	114.07	44.87	131.32	135.24	43.99	25.55	117.6	64.22	43.99	176.4	156.8	43.77	109.76	109.76	117.6	43.99	154.84	64.22	41.79	43.99	44.89
2/15/2024	CDM	460	30081245	HC FLT3 GENE ANALYSIS ITD VAR		IP		81245	    	300	277	180.05	27.7	277	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	193.07	161.21	N/A	185.59	191.13	N/A	N/A	N/A	N/A	N/A	249.3	N/A	N/A	119.11	119.11	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	461	30081245	HC FLT3 GENE ANALYSIS ITD VAR		OP		81245	    	300	277	180.05	27.7	546.18	89.13	173.96	162.2	162.2	173.96	98.04	186.42	91.8	162.2	186.42	89.13	89.13	193.07	161.21	165.44	185.59	191.13	162.2	94.2	166.2	89.13	162.2	249.3	221.6	161.37	155.12	155.12	166.2	162.2	218.83	89.13	154.09	162.2	165.51
2/15/2024	CDM	462	30081252	HC GJB2CONNEXIN 26FULL SEQ ANALY		IP		81252	    	300	1117	726.05	111.7	1117	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	778.55	650.09	N/A	748.39	770.73	N/A	N/A	N/A	N/A	N/A	1005.3	N/A	N/A	480.31	480.31	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	463	30081252	HC GJB2CONNEXIN 26FULL SEQ ANALY		OP		81252	    	300	1117	726.05	56.42	1117	64.22	701.48	99.1	99.1	701.48	70.64	751.74	66.15	99.1	751.74	64.22	64.22	778.55	650.09	101.08	748.39	770.73	99.1	57.55	670.2	64.22	99.1	1005.3	893.6	98.59	625.52	625.52	670.2	99.1	882.43	64.22	94.15	99.1	101.12
2/15/2024	CDM	464	30081256	HC HFE GENE ANALYSIS COMMON VAR		IP		81256	    	300	99	64.35	9.9	99	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	69	57.62	N/A	66.33	68.31	N/A	N/A	N/A	N/A	N/A	89.1	N/A	N/A	42.57	42.57	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	465	30081256	HC HFE GENE ANALYSIS COMMON VAR		OP		81256	    	300	99	64.35	9.9	215.69	64.22	62.17	64.05	64.05	62.17	70.64	66.63	66.15	64.05	66.63	64.22	64.22	69	57.62	65.33	66.33	68.31	64.05	37.2	59.4	64.22	64.05	89.1	79.2	63.73	55.44	55.44	59.4	64.05	78.21	64.22	60.85	64.05	65.36
2/15/2024	CDM	466	30081270	HC JAK2 GENE ANALYSIS V617F VAR		IP		81270	    	300	544	353.6	54.4	544	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	379.17	316.61	N/A	364.48	375.36	N/A	N/A	N/A	N/A	N/A	489.6	N/A	N/A	233.92	233.92	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	467	30081270	HC JAK2 GENE ANALYSIS V617F VAR		OP		81270	    	300	544	353.6	51.15	544	64.22	341.63	89.83	89.83	341.63	70.64	366.11	66.15	89.83	366.11	64.22	64.22	379.17	316.61	91.63	364.48	375.36	89.83	52.17	326.4	64.22	89.83	489.6	435.2	89.37	304.64	304.64	326.4	89.83	429.76	64.22	85.34	89.83	91.66
2/15/2024	CDM	468	30081273	HC KIT D816 GENE ANALYSIS		IP		81273	    	300	540	351	54	540	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	376.38	314.28	N/A	361.8	372.6	N/A	N/A	N/A	N/A	N/A	486	N/A	N/A	232.2	232.2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	469	30081273	HC KIT D816 GENE ANALYSIS		OP		81273	    	300	540	351	54	540	64.22	339.12	122.37	122.37	339.12	70.64	363.42	66.15	122.37	363.42	64.22	64.22	376.38	314.28	124.82	361.8	372.6	122.37	71.07	324	64.22	122.37	486	432	121.75	302.4	302.4	324	122.37	426.6	64.22	116.25	122.37	124.87
2/15/2024	CDM	470	30081275	HC KRAS GENE ANALYSIS CODON1213		IP		81275	    	300	836	543.4	83.6	836	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	582.69	486.55	N/A	560.12	576.84	N/A	N/A	N/A	N/A	N/A	752.4	N/A	N/A	359.48	359.48	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	471	30081275	HC KRAS GENE ANALYSIS CODON1213		OP		81275	    	300	836	543.4	83.6	836	89.13	525.01	189.38	189.38	525.01	98.04	562.63	91.8	189.38	562.63	89.13	89.13	582.69	486.55	193.17	560.12	576.84	189.38	109.99	501.6	89.13	189.38	752.4	668.8	188.42	468.16	468.16	501.6	189.38	660.44	89.13	179.91	189.38	193.25
2/15/2024	CDM	472	30081288	HC MLH1 PROMOTER METH ANALYSIS		IP		81288	    	300	1041	676.65	104.1	1041	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	725.58	605.86	N/A	697.47	718.29	N/A	N/A	N/A	N/A	N/A	936.9	N/A	N/A	447.63	447.63	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	473	30081288	HC MLH1 PROMOTER METH ANALYSIS		OP		81288	    	300	1041	676.65	89.13	1041	89.13	653.75	188.47	188.47	653.75	98.04	700.59	91.8	188.47	700.59	89.13	89.13	725.58	605.86	192.24	697.47	718.29	188.47	N/A	624.6	89.13	188.47	936.9	832.8	187.51	582.96	582.96	624.6	188.47	822.39	89.13	179.05	188.47	192.32
2/15/2024	CDM	474	30081291	HC MTHFRGENE ANALYCOMMON VARIANTS		IP		81291	    	300	131	85.15	13.1	131	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	91.31	76.24	N/A	87.77	90.39	N/A	N/A	N/A	N/A	N/A	117.9	N/A	N/A	56.33	56.33	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	475	30081291	HC MTHFRGENE ANALYCOMMON VARIANTS		OP		81291	    	300	131	85.15	13.1	215.62	64.22	82.27	64.03	64.03	82.27	70.64	88.16	66.15	64.03	88.16	64.22	64.22	91.31	76.24	65.31	87.77	90.39	64.03	37.19	78.6	64.22	64.03	117.9	104.8	63.71	73.36	73.36	78.6	64.03	103.49	64.22	60.83	64.03	65.34
2/15/2024	CDM	476	30081301	HC MICROSTAT INSTABILITY MSI		IP		81301	    	300	1509	980.85	150.9	1509	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1051.77	878.24	N/A	1011.03	1041.21	N/A	N/A	N/A	N/A	N/A	1358.1	N/A	N/A	648.87	648.87	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	477	30081301	HC MICROSTAT INSTABILITY MSI		OP		81301	    	300	1509	980.85	89.13	1509	89.13	947.65	341.59	341.59	947.65	98.04	1015.56	91.8	341.59	1015.56	89.13	89.13	1051.77	878.24	348.42	1011.03	1041.21	341.59	198.39	905.4	89.13	341.59	1358.1	1207.2	339.85	845.04	845.04	905.4	341.59	1192.11	89.13	324.51	341.59	348.56
2/15/2024	CDM	478	30081315	HC PMLRARA1517TRANS ANCOMBKPTS		IP		81315	    	300	1224	795.6	122.4	1224	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	853.13	712.37	N/A	820.08	844.56	N/A	N/A	N/A	N/A	N/A	1101.6	N/A	N/A	526.32	526.32	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	479	30081315	HC PMLRARA1517TRANS ANCOMBKPTS		OP		81315	    	300	1224	795.6	89.13	1224	89.13	768.67	203.16	203.16	768.67	98.04	823.75	91.8	203.16	823.75	89.13	89.13	853.13	712.37	207.22	820.08	844.56	203.16	117.99	734.4	89.13	203.16	1101.6	979.2	202.13	685.44	685.44	734.4	203.16	966.96	89.13	193	203.16	207.31
2/15/2024	CDM	480	30081331	HC SNRPNUBE3APWSAS METHYL ANAL		IP		81331	    	300	392	254.8	39.2	392	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	273.22	228.14	N/A	262.64	270.48	N/A	N/A	N/A	N/A	N/A	352.8	N/A	N/A	168.56	168.56	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	481	30081331	HC SNRPNUBE3APWSAS METHYL ANAL		OP		81331	    	300	392	254.8	28.5	392	64.22	246.18	50.05	50.05	246.18	70.64	263.82	66.15	50.05	263.82	64.22	64.22	273.22	228.14	51.05	262.64	270.48	50.05	29.07	235.2	64.22	50.05	352.8	313.6	49.79	219.52	219.52	235.2	50.05	309.68	64.22	47.55	50.05	51.07
2/15/2024	CDM	482	30081332	HC SERPINA1A1ATGENE ANALYCOM VAR		IP		81332	    	300	120	78	12	120	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	83.64	69.84	N/A	80.4	82.8	N/A	N/A	N/A	N/A	N/A	108	N/A	N/A	51.6	51.6	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	483	30081332	HC SERPINA1A1ATGENE ANALYCOM VAR		OP		81332	    	300	120	78	12	144.04	64.22	75.36	42.78	42.78	75.36	70.64	80.76	66.15	42.78	80.76	64.22	64.22	83.64	69.84	43.64	80.4	82.8	42.78	24.85	72	64.22	42.78	108	96	42.56	67.2	67.2	72	42.78	94.8	64.22	40.64	42.78	43.65
2/15/2024	CDM	484	30081335	HC RL TPMT GENE ANALYSIS COMMON VAR		IP		81335	    	300	757	492.05	75.7	757	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	527.63	440.57	N/A	507.19	522.33	N/A	N/A	N/A	N/A	N/A	681.3	N/A	N/A	325.51	325.51	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	485	30081335	HC RL TPMT GENE ANALYSIS COMMON VAR		OP		81335	    	300	757	492.05	75.7	757	89.13	475.4	171.31	171.31	475.4	98.04	509.46	91.8	171.31	509.46	89.13	89.13	527.63	440.57	174.74	507.19	522.33	171.31	99.49	454.2	89.13	171.31	681.3	605.6	170.44	423.92	423.92	454.2	171.31	598.03	89.13	162.74	171.31	174.81
2/15/2024	CDM	486	30081340	HC TRBTCR BETAGENE REARRAMP		IP		81340	    	300	1006	653.9	100.6	1006	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	701.18	585.49	N/A	674.02	694.14	N/A	N/A	N/A	N/A	N/A	905.4	N/A	N/A	432.58	432.58	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	487	30081340	HC TRBTCR BETAGENE REARRAMP		OP		81340	    	300	1006	653.9	89.13	1006	89.13	631.77	204.74	204.74	631.77	98.04	677.04	91.8	204.74	677.04	89.13	89.13	701.18	585.49	208.83	674.02	694.14	204.74	118.91	603.6	89.13	204.74	905.4	804.8	203.7	563.36	563.36	603.6	204.74	794.74	89.13	194.5	204.74	208.92
2/15/2024	CDM	488	30081342	HC TRGTCR GAMMAGENE REARR		IP		81342	    	300	970	630.5	97	970	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	676.09	564.54	N/A	649.9	669.3	N/A	N/A	N/A	N/A	N/A	873	N/A	N/A	417.1	417.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	489	30081342	HC TRGTCR GAMMAGENE REARR		OP		81342	    	300	970	630.5	89.13	970	89.13	609.16	197.47	197.47	609.16	98.04	652.81	91.8	197.47	652.81	89.13	89.13	676.09	564.54	201.42	649.9	669.3	197.47	114.69	582	89.13	197.47	873	776	196.46	543.2	543.2	582	197.47	766.3	89.13	187.6	197.47	201.5
2/15/2024	CDM	490	30081374	HC HLA I TYPANTIGENEACH ANTIGEN		IP		81374	    	300	350	227.5	35	350	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	243.95	203.7	N/A	234.5	241.5	N/A	N/A	N/A	N/A	N/A	315	N/A	N/A	150.5	150.5	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	491	30081374	HC HLA I TYPANTIGENEACH ANTIGEN		OP		81374	    	300	350	227.5	35	350	64.22	219.8	72.84	72.84	219.8	70.64	235.55	66.15	72.84	235.55	64.22	64.22	243.95	203.7	74.3	234.5	241.5	72.84	42.31	210	64.22	72.84	315	280	72.47	196	196	210	72.84	276.5	64.22	69.2	72.84	74.33
2/15/2024	CDM	492	30081376	HC HLA II TYPANTIGENEACH LOCUS		IP		81376	    	300	225	146.25	22.5	225	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	156.83	130.95	N/A	150.75	155.25	N/A	N/A	N/A	N/A	N/A	202.5	N/A	N/A	96.75	96.75	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	493	30081376	HC HLA II TYPANTIGENEACH LOCUS		OP		81376	    	300	225	146.25	22.5	403.33	64.22	141.3	119.78	119.78	141.3	70.64	151.42	66.15	119.78	151.42	64.22	64.22	156.83	130.95	122.18	150.75	155.25	119.78	69.56	135	64.22	119.78	202.5	180	119.16	126	126	135	119.78	177.75	64.22	113.79	119.78	122.22
2/15/2024	CDM	494	30081381	HC HLA I TYPALLELEEACH ALLELE		IP		81381	    	300	736	478.4	73.6	736	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	512.99	428.35	N/A	493.12	507.84	N/A	N/A	N/A	N/A	N/A	662.4	N/A	N/A	316.48	316.48	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	495	30081381	HC HLA I TYPALLELEEACH ALLELE		OP		81381	    	300	736	478.4	73.6	736	89.13	462.21	166.5	166.5	462.21	98.04	495.33	91.8	166.5	495.33	89.13	89.13	512.99	428.35	169.83	493.12	507.84	166.5	96.7	441.6	89.13	166.5	662.4	588.8	165.65	412.16	412.16	441.6	166.5	581.44	89.13	158.17	166.5	169.9
2/15/2024	CDM	496	30081382	HC HLA II TYPALLELEEACH LOCUS		IP		81382	    	300	330	214.5	33	330	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	230.01	192.06	N/A	221.1	227.7	N/A	N/A	N/A	N/A	N/A	297	N/A	N/A	141.9	141.9	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2/15/2024	CDM	497	30081382	HC HLA II TYPALLELEEACH LOCUS		OP		81382	    	300	330	214.5	33	408.14	64.22	207.24	121.21	121.21	207.24	70.64	222.09	66.15	121.21	222.09	64.22	64.22	230.01	192.06	123.63	221.1	227.7	121.21	70.39	198	64.22	121.21	297	264	120.59	184.8	184.8	198	121.21	260.7	64.22	115.15	121.21	123.68
2/15/2024	CDM	498	30081400	HC MOLEC PATH LEVEL 1SINGLE VAR		IP		81400	    	300	493	320.45	49.3	493	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	343.62	286.93	N/A	330.31	340.17	N/A	N/A	N/A	N/A	N/A	443.7	N/A	N/A	211.99	211.99	N/A	N/A	N/A	N/A	N/A	N/A	N/A
